Campaign.ID,Sample,Latitude,Longitude,Date,Time,Site,Location,Status,Depth,Successful.count,Successful.length,Observer.count,Observer.length,MarinePark,Location_ID,Location_name,MP Zoning,Rep_ID,Set.duration,Observer
2023-07-SIMP_intermediate_reef-stereoBRUVs,S4_1_2_40Acres_20230713,-30.20292,153.2253,20230713,10:19:00,S4_1,S4,No-take,25,Yes,Yes,Art Schultz,Art Schultz,SIMP,S4,40Acres,NoTake,S4_1_2,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,S4_1_3_40Acres_20230713,-30.20074,153.22378,20230713,11:45:00,S4_1,S4,No-take,25,Yes,Yes,Art Schultz,Art Schultz,SIMP,S4,40Acres,NoTake,S4_1_3,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,S4_1_4_40Acres_20230713,-30.19828,153.22532,20230713,13:55:00,S4_1,S4,No-take,25,Yes,Yes,Art Schultz,Art Schultz,SIMP,S4,40Acres,NoTake,S4_1_4,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,S4_2_1_40Acres_20230801,-30.2071,153.2194,20230801,8:24:00,S4_2,S4,No-take,23,Yes,Yes,Art Schultz,Art Schultz,SIMP,S4,40Acres,NoTake,S4_2_1,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,S4_2_2_40Acres_20230801,-30.20731,153.21712,20230801,17:31:00,S4_2,S4,No-take,25,Yes,Yes,Art Schultz,Art Schultz,SIMP,S4,40Acres,NoTake,S4_2_2,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,S4_2_3_40Acres_20230801,-30.20766,153.21361,20230801,16:48:00,S4_2,S4,No-take,25,Yes,Yes,Art Schultz,Art Schultz,SIMP,S4,40Acres,NoTake,S4_2_3,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,S4_2_4_40Acres_20230801,-30.20703,153.21043,20230801,15:07:00,S4_2,S4,No-take,25,Yes,Yes,Art Schultz,Art Schultz,SIMP,S4,40Acres,NoTake,S4_2_4,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,H1_1_1_Northern_20230914,-29.77003,153.36205,20230914,14:52:00,H1_1,H1,Fished,35,Yes,Yes,HamishMalcolm,HamishMalcolm,SIMP,H1,Northern,Fished,H1_1_1,30,HamishMalcolm
2023-07-SIMP_intermediate_reef-stereoBRUVs,H1_1_2_Northern_20230925,-29.7691,153.36374,20230925,14:24:00,H1_1,H1,Fished,32,Yes,Yes,Art Schultz,Art Schultz,SIMP,H1,Northern,Fished,H1_1_2,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,H1_1_3_Northern_20230925,-29.76758,153.3632,20230925,13:12:00,H1_1,H1,Fished,34,Yes,Yes,Sarah Chyriwsky,Sarah Chyriwsky,SIMP,H1,Northern,Fished,H1_1_3,30,Sarah Chyriwsky
2023-07-SIMP_intermediate_reef-stereoBRUVs,H1_1_4_Northern_20230925,-29.76572,153.36425,20230925,13:55:00,H1_1,H1,Fished,36,Yes,Yes,Sarah Chyriwsky,Sarah Chyriwsky,SIMP,H1,Northern,Fished,H1_1_4,30,Sarah Chyriwsky
2023-07-SIMP_intermediate_reef-stereoBRUVs,H1_2_1_Northern_20230925,-29.7775,153.35972,20230925,16:04:00,H1_2,H1,Fished,32,Yes,Yes,Art Schultz,Art Schultz,SIMP,H1,Northern,Fished,H1_2_1,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,H1_2_2_Northern_20230925,-29.77667,153.36167,20230925,10:04:00,H1_2,H1,Fished,31,Yes,No,Art Schultz,,SIMP,H1,Northern,Fished,H1_2_2,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,H1_2_3_Northern_20230925,-29.77542,153.35958,20230925,11:16:00,H1_2,H1,Fished,30,Yes,Yes,Sarah Chyriwsky,Sarah Chyriwsky,SIMP,H1,Northern,Fished,H1_2_3,30,Sarah Chyriwsky
2023-07-SIMP_intermediate_reef-stereoBRUVs,H1_2_4_Northern_20230925,-29.77341,153.36056,20230925,12:57:00,H1_2,H1,Fished,30,Yes,Yes,Sarah Chyriwsky,Sarah Chyriwsky,SIMP,H1,Northern,Fished,H1_2_4,30,Sarah Chyriwsky
2023-07-SIMP_intermediate_reef-stereoBRUVs,H2_1_1_Central_20230718,-29.93648,153.31346,20230718,10:33:00,H2_1,H2,Fished,28,Yes,Yes,Art Schultz,Art Schultz,SIMP,H2,Central,Fished,H2_1_1,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,H2_1_2_Central_20230718,-29.93447,153.31377,20230718,12:14:00,H2_1,H2,Fished,26,Yes,Yes,Art Schultz,Art Schultz,SIMP,H2,Central,Fished,H2_1_2,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,H2_1_3_Central_20230718,-29.93296,153.31496,20230718,13:26:00,H2_1,H2,Fished,28,Yes,Yes,Art Schultz,Art Schultz,SIMP,H2,Central,Fished,H2_1_3,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,H2_1_4_Central_20230718,-29.93053,153.31491,20230718,12:14:00,H2_1,H2,Fished,26.5,Yes,Yes,Art Schultz,Art Schultz,SIMP,H2,Central,Fished,H2_1_4,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,H2_2_1_Central_20230718,-29.92932,153.30631,20230718,15:36:00,H2_2,H2,Fished,27,Yes,No,Art Schultz,,SIMP,H2,Central,Fished,H2_2_1,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,H2_2_2_Central_20230718,-29.92742,153.30648,20230718,14:38:00,H2_2,H2,Fished,26,Yes,Yes,Art Schultz,Art Schultz,SIMP,H2,Central,Fished,H2_2_2,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,H2_2_3_Central_20230718,-29.92526,153.30838,20230718,12:57:00,H2_2,H2,Fished,26,Yes,Yes,Art Schultz,Art Schultz,SIMP,H2,Central,Fished,H2_2_3,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,H2_2_4_Central_20230718,-29.92225,153.30872,20230718,14:09:00,H2_2,H2,Fished,27,Yes,Yes,Art Schultz,Art Schultz,SIMP,H2,Central,Fished,H2_2_4,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,H4_1_1_SplitBommie_20230713,-30.24929,153.20326,20230713,17:02:00,H4_1,H4,Fished,25,Yes,Yes,Art Schultz,Art Schultz,SIMP,H4,SplitBommie,Fished,H4_1_1,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,H4_1_2_SplitBommie_20230713,-30.24764,153.20518,20230713,7:12:00,H4_1,H4,Fished,25,Yes,Yes,Art Schultz,Art Schultz,SIMP,H4,SplitBommie,Fished,H4_1_2,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,H4_1_3_SplitBommie_20230713,-30.24534,153.20483,20230713,10:19:00,H4_1,H4,Fished,28,Yes,Yes,Art Schultz,Art Schultz,SIMP,H4,SplitBommie,Fished,H4_1_3,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,H4_1_4_SplitBommie_20230713,-30.24405,153.20638,20230713,12:43:00,H4_1,H4,Fished,28,Yes,Yes,Art Schultz,Art Schultz,SIMP,H4,SplitBommie,Fished,H4_1_4,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,H4_2_1_SplitBommie_20230801,-30.24354,153.20284,20230801,11:31:00,H4_2,H4,Fished,25,Yes,Yes,Art Schultz,Art Schultz,SIMP,H4,SplitBommie,Fished,H4_2_1,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,H4_2_2_SplitBommie_20230801,-30.24098,153.20339,20230801,10:19:00,H4_2,H4,Fished,26,Yes,Yes,Art Schultz,Art Schultz,SIMP,H4,SplitBommie,Fished,H4_2_2,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,H4_2_3_SplitBommie_20230801,-30.23788,153.20386,20230801,9:07:00,H4_2,H4,Fished,26,Yes,Yes,Art Schultz,Art Schultz,SIMP,H4,SplitBommie,Fished,H4_2_3,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,H4_2_4_SplitBommie_20230801,-30.23553,153.20118,20230801,19:40:00,H4_2,H4,Fished,25,Yes,Yes,Art Schultz,Art Schultz,SIMP,H4,SplitBommie,Fished,H4_2_4,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,O1_1_1_Bullocky_20230713,-30.31554,153.18596,20230713,13:12:00,O1_1,O1,Fished,28,Yes,Yes,HamishMalcolm,HamishMalcolm,SIMP,O1,Bullocky,Outside,O1_1_1,30,HamishMalcolm
2023-07-SIMP_intermediate_reef-stereoBRUVs,O1_1_2_Bullocky_20230713,-30.31598,153.18821,20230713,12:00:00,O1_1,O1,Fished,28,Yes,Yes,Art Schultz,Art Schultz,SIMP,O1,Bullocky,Outside,O1_1_2,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,O1_1_3_Bullocky_20230713,-30.31437,153.1898,20230713,12:43:00,O1_1,O1,Fished,26,Yes,Yes,Art Schultz,Art Schultz,SIMP,O1,Bullocky,Outside,O1_1_3,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,O1_1_4_Bullocky_20230713,-30.31236,153.18881,20230713,11:31:00,O1_1,O1,Fished,27,Yes,Yes,Art Schultz,Art Schultz,SIMP,O1,Bullocky,Outside,O1_1_4,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,O1_2_1_Bullocky_20230713,-30.31478,153.19731,20230713,12:43:00,O1_2,O1,Fished,27,Yes,Yes,Art Schultz,Art Schultz,SIMP,O1,Bullocky,Outside,O1_2_1,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,O1_2_2_Bullocky_20230713,-30.31619,153.19845,20230713,14:24:00,O1_2,O1,Fished,28,Yes,Yes,Art Schultz,Art Schultz,SIMP,O1,Bullocky,Outside,O1_2_2,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,O1_2_3_Bullocky_20230713,-30.31761,153.19631,20230713,15:07:00,O1_2,O1,Fished,28,Yes,Yes,Art Schultz,Art Schultz,SIMP,O1,Bullocky,Outside,O1_2_3,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,O1_2_4_Bullocky_20230713,-30.31689,153.19384,20230713,17:31:00,O1_2,O1,Fished,26,Yes,Yes,Art Schultz,Art Schultz,SIMP,O1,Bullocky,Outside,O1_2_4,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,O2_1_1_Patch_20230804,-30.43777,153.19834,20230804,13:40:00,O2_1,O2,Fished,36,Yes,Yes,Art Schultz,Art Schultz,SIMP,O2,Patch,Outside,O2_1_1,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,O2_1_2_Patch_20230804,-30.43954,153.1967,20230804,13:40:00,O2_1,O2,Fished,37,Yes,Yes,Art Schultz,Art Schultz,SIMP,O2,Patch,Outside,O2_1_2,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,O2_1_3_Patch_20230804,-30.43989,153.19891,20230804,12:00:00,O2_1,O2,Fished,37,Yes,Yes,Art Schultz,Art Schultz,SIMP,O2,Patch,Outside,O2_1_3,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,O2_1_4_Patch_20230804,-30.43822,153.20065,20230804,18:00:00,O2_1,O2,Fished,37,Yes,Yes,Art Schultz,Art Schultz,SIMP,O2,Patch,Outside,O2_1_4,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,O2_2_1_Patch_20230804,-30.44883,153.19136,20230804,13:55:00,O2_2,O2,Fished,32,Yes,Yes,Art Schultz,Art Schultz,SIMP,O2,Patch,Outside,O2_2_1,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,O2_2_2_Patch_20230804,-30.45099,153.18965,20230804,12:43:00,O2_2,O2,Fished,35,Yes,Yes,Art Schultz,Art Schultz,SIMP,O2,Patch,Outside,O2_2_2,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,O2_2_3_Patch_20230804,-30.45247,153.18672,20230804,13:40:00,O2_2,O2,Fished,35,Yes,Yes,Art Schultz,Art Schultz,SIMP,O2,Patch,Outside,O2_2_3,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,O2_2_4_Patch_20230804,-30.44974,153.18648,20230804,12:43:00,O2_2,O2,Fished,33,Yes,Yes,Art Schultz,Art Schultz,SIMP,O2,Patch,Outside,O2_2_4,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,O4_1_1_BroomsHead_20230927,-29.59233,153.36491,20230927,8:09:00,O4_1,O4,Fished,26,Yes,Yes,Art Schultz,Art Schultz,SIMP,O4,BroomsHead,Outside,O4_1_1,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,O4_1_2_BroomsHead_20230927,-29.59229,153.3671,20230927,9:21:00,O4_1,O4,Fished,26,Yes,Yes,Art Schultz,Art Schultz,SIMP,O4,BroomsHead,Outside,O4_1_2,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,O4_1_3_BroomsHead_20230927,-29.59043,153.36685,20230927,10:48:00,O4_1,O4,Fished,25,Yes,Yes,Sarah Chyriwsky,Sarah Chyriwsky,SIMP,O4,BroomsHead,Outside,O4_1_3,30,Sarah Chyriwsky
2023-07-SIMP_intermediate_reef-stereoBRUVs,O4_1_4_BroomsHead_20230927,-29.58861,153.36838,20230927,12:14:00,O4_1,O4,Fished,25,Yes,No,Art Schultz,,SIMP,O4,BroomsHead,Outside,O4_1_4,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,O4_2_1_BroomsHead_20230927,-29.58474,153.37448,20230927,12:43:00,O4_2,O4,Fished,25,Yes,Yes,Art Schultz,Art Schultz,SIMP,O4,BroomsHead,Outside,O4_2_1,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,O4_2_2_BroomsHead_20230927,-29.58623,153.37462,20230927,11:31:00,O4_2,O4,Fished,28,Yes,Yes,Art Schultz,Art Schultz,SIMP,O4,BroomsHead,Outside,O4_2_2,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,O4_2_3_BroomsHead_20230927,-29.58045,153.37439,20230927,10:04:00,O4_2,O4,Fished,26,Yes,Yes,Art Schultz,Art Schultz,SIMP,O4,BroomsHead,Outside,O4_2_3,30,Art Schultz
2023-07-SIMP_intermediate_reef-stereoBRUVs,O4_2_4_BroomsHead_20230927,-29.57855,153.37488,20230927,8:52:00,O4_2,O4,Fished,27,Yes,Yes,Art Schultz,Art Schultz,SIMP,O4,BroomsHead,Outside,O4_2_4,30,Art Schultz
