Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	CATAMI_L1	CATAMI_L2	CATAMI_L3	CATAMI_L4	CATAMI_L5	CATAMI_L6	Description [Code]	CATAMI Sp Code	Radius %
Inside_1_5_Pilchards_left.avi	13341	77.454	944	193	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			100
Inside_1_5_Pilchards_left.avi	13341	77.454	136	576	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			64.3
Inside_1_5_Pilchards_left.avi	13341	77.454	405	576	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			46.9
Inside_1_5_Pilchards_left.avi	13341	77.454	675	576	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			46.9
Inside_1_5_Pilchards_left.avi	13341	77.454	944	576	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			64.3
Inside_1_5_Pilchards_left.avi	13341	77.454	136	960	23/05/2017												Open Water			Open					46.6
Inside_1_5_Pilchards_left.avi	13341	77.454	405	960	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			15.5
Inside_1_5_Pilchards_left.avi	13341	77.454	675	960	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			15.5
Inside_1_5_Pilchards_left.avi	13341	77.454	944	960	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			46.6
Inside_1_5_Pilchards_left.avi	13341	77.454	136	1344	23/05/2017												Open Water			Open					64.3
Inside_1_5_Pilchards_left.avi	13341	77.454	405	1344	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			46.9
Inside_1_5_Pilchards_left.avi	13341	77.454	675	1344	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			46.9
Inside_1_5_Pilchards_left.avi	13341	77.454	944	1344	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			64.3
Inside_1_5_Pilchards_left.avi	13341	77.454	136	1727	23/05/2017												Open Water			Open					100
Inside_1_5_Pilchards_left.avi	13341	77.454	405	1727	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			89.8
Inside_1_5_Pilchards_left.avi	13341	77.454	675	1727	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			89.8
Inside_1_5_Pilchards_left.avi	13341	77.454	944	1727	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			100
Inside_2_15_Pilchards_Right.avi	27422	1033.6973	136	193	23/05/2017												Open Water			Open					100
Inside_2_15_Pilchards_Right.avi	27422	1033.6973	405	193	23/05/2017												Macroalgae	Large canopy-forming	Brown	Open	Unknown	80300902			89.8
Inside_2_15_Pilchards_Right.avi	27422	1033.6973	675	193	23/05/2017												Macroalgae	Large canopy-forming	Brown	Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"	80300902			89.8
Inside_2_15_Pilchards_Right.avi	27422	1033.6973	944	193	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"	80300902			100
Inside_2_15_Pilchards_Right.avi	27422	1033.6973	136	576	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			64.3
Inside_2_15_Pilchards_Right.avi	27422	1033.6973	405	576	23/05/2017												Macroalgae	Erect fine branching	Red	Limited	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"	90300910			46.9
Inside_2_15_Pilchards_Right.avi	27422	1033.6973	675	576	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"	80300902			46.9
Inside_2_15_Pilchards_Right.avi	27422	1033.6973	944	576	23/05/2017												Macroalgae	Erect fine branching	Red	Limited	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"	90300910			64.3
Inside_2_15_Pilchards_Right.avi	27422	1033.6973	136	960	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			46.6
Inside_2_15_Pilchards_Right.avi	27422	1033.6973	405	960	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	"5. Exceptional structural complexity, numerous large holes and caves. Vertical wall. ~90 substrate slope"	80300902			15.5
Inside_2_15_Pilchards_Right.avi	27422	1033.6973	675	960	23/05/2017												Macroalgae	Encrusting	Red	Open	"5. Exceptional structural complexity, numerous large holes and caves. Vertical wall. ~90 substrate slope"	80300929			15.5
Inside_2_15_Pilchards_Right.avi	27422	1033.6973	944	960	23/05/2017												Macroalgae	Encrusting	Red	Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"	80300929			46.6
Inside_2_15_Pilchards_Right.avi	27422	1033.6973	136	1344	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			64.3
Inside_2_15_Pilchards_Right.avi	27422	1033.6973	405	1344	23/05/2017												Macroalgae	Encrusting	Red	Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"	80300929			46.9
Inside_2_15_Pilchards_Right.avi	27422	1033.6973	675	1344	23/05/2017												Macroalgae	Encrusting	Red	Open	"5. Exceptional structural complexity, numerous large holes and caves. Vertical wall. ~90 substrate slope"	80300929			46.9
Inside_2_15_Pilchards_Right.avi	27422	1033.6973	944	1344	23/05/2017												Macroalgae	Encrusting	Red	Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"	80300929			64.3
Inside_2_15_Pilchards_Right.avi	27422	1033.6973	136	1727	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			100
Inside_2_15_Pilchards_Right.avi	27422	1033.6973	405	1727	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			89.8
Inside_2_15_Pilchards_Right.avi	27422	1033.6973	675	1727	23/05/2017												Macroalgae	Encrusting	Red	Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"	80300929			89.8
Inside_2_15_Pilchards_Right.avi	27422	1033.6973	944	1727	23/05/2017												Macroalgae	Encrusting	Red	Limited	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"	80300929			100
Inside_2_25_Pilchards_left.avi	17495	1236.9787	136	193	23/05/2017												Open Water			Open					100
Inside_2_25_Pilchards_left.avi	17495	1236.9787	405	193	23/05/2017												Open Water			Open					89.8
Inside_2_25_Pilchards_left.avi	17495	1236.9787	675	193	23/05/2017												Macroalgae	Large canopy-forming	Brown	Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	80300902			89.8
Inside_2_25_Pilchards_left.avi	17495	1236.9787	944	193	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	80300902			100
Inside_2_25_Pilchards_left.avi	17495	1236.9787	136	576	23/05/2017												Open Water			Open					64.3
Inside_2_25_Pilchards_left.avi	17495	1236.9787	405	576	23/05/2017												Open Water			Open					46.9
Inside_2_25_Pilchards_left.avi	17495	1236.9787	675	576	23/05/2017												Macroalgae	Large canopy-forming	Brown	Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	80300902			46.9
Inside_2_25_Pilchards_left.avi	17495	1236.9787	944	576	23/05/2017												Macroalgae	Erect fine branching	Red	Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	90300910			64.3
Inside_2_25_Pilchards_left.avi	17495	1236.9787	136	960	23/05/2017												Open Water			Open					46.6
Inside_2_25_Pilchards_left.avi	17495	1236.9787	405	960	23/05/2017												Open Water			Open					15.5
Inside_2_25_Pilchards_left.avi	17495	1236.9787	675	960	23/05/2017												Macroalgae	Erect fine branching	Red	Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	90300910			15.5
Inside_2_25_Pilchards_left.avi	17495	1236.9787	944	960	23/05/2017												Macroalgae	Erect fine branching	Red	Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	90300910			46.6
Inside_2_25_Pilchards_left.avi	17495	1236.9787	136	1344	23/05/2017												Open Water			Open					64.3
Inside_2_25_Pilchards_left.avi	17495	1236.9787	405	1344	23/05/2017												Macroalgae	Large canopy-forming	Brown	Open	Unknown	80300902			46.9
Inside_2_25_Pilchards_left.avi	17495	1236.9787	675	1344	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	80300902			46.9
Inside_2_25_Pilchards_left.avi	17495	1236.9787	944	1344	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	80300902			64.3
Inside_2_25_Pilchards_left.avi	17495	1236.9787	136	1727	23/05/2017												Open Water			Open					100
Inside_2_25_Pilchards_left.avi	17495	1236.9787	405	1727	23/05/2017												Macroalgae	Large canopy-forming	Brown	Open	Unknown	80300902			89.8
Inside_2_25_Pilchards_left.avi	17495	1236.9787	675	1727	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			89.8
Inside_2_25_Pilchards_left.avi	17495	1236.9787	944	1727	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			100
Inside_2_5_Pilchards_Left.avi	22561	786.6607	136	193	23/05/2017												Open Water			Open					100
Inside_2_5_Pilchards_Left.avi	22561	786.6607	405	193	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			89.8
Inside_2_5_Pilchards_Left.avi	22561	786.6607	675	193	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			89.8
Inside_2_5_Pilchards_Left.avi	22561	786.6607	944	193	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			100
Inside_2_5_Pilchards_Left.avi	22561	786.6607	136	576	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			64.3
Inside_2_5_Pilchards_Left.avi	22561	786.6607	405	576	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			46.9
Inside_2_5_Pilchards_Left.avi	22561	786.6607	675	576	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			46.9
Inside_2_5_Pilchards_Left.avi	22561	786.6607	944	576	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			64.3
Inside_2_5_Pilchards_Left.avi	22561	786.6607	136	960	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			46.6
Inside_2_5_Pilchards_Left.avi	22561	786.6607	405	960	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			15.5
Inside_2_5_Pilchards_Left.avi	22561	786.6607	675	960	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			15.5
Inside_2_5_Pilchards_Left.avi	22561	786.6607	944	960	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			46.6
Inside_2_5_Pilchards_Left.avi	22561	786.6607	136	1344	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			64.3
Inside_2_5_Pilchards_Left.avi	22561	786.6607	405	1344	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			46.9
Inside_2_5_Pilchards_Left.avi	22561	786.6607	675	1344	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			46.9
Inside_2_5_Pilchards_Left.avi	22561	786.6607	944	1344	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			64.3
Inside_2_5_Pilchards_Left.avi	22561	786.6607	136	1727	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			100
Inside_2_5_Pilchards_Left.avi	22561	786.6607	405	1727	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			89.8
Inside_2_5_Pilchards_Left.avi	22561	786.6607	675	1727	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			89.8
Inside_2_5_Pilchards_Left.avi	22561	786.6607	944	1727	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			100
Inside_3_15_Pilchards_left.avi	11538	1693.8873	136	193	23/05/2017												Open Water			Open					100
Inside_3_15_Pilchards_left.avi	11538	1693.8873	405	193	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			89.8
Inside_3_15_Pilchards_left.avi	11538	1693.8873	675	193	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			89.8
Inside_3_15_Pilchards_left.avi	11538	1693.8873	944	193	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			100
Inside_3_15_Pilchards_left.avi	11538	1693.8873	136	576	23/05/2017												Open Water			Open					64.3
Inside_3_15_Pilchards_left.avi	11538	1693.8873	405	576	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			46.9
Inside_3_15_Pilchards_left.avi	11538	1693.8873	675	576	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			46.9
Inside_3_15_Pilchards_left.avi	11538	1693.8873	944	576	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			64.3
