"Sample","Latitude","Longitude","Date","Time","Site","Location","Status","Depth","Successful.count","Successful.length","Observer","OpcodeCam","Timeonseabed","Endsamplingtime","Timebaitgone","Visibility","cruisenum","CampaignID"
8384,-11.419667,126.94535,20121001,11:57:04,NA,"Timor Sea CMR Grid 3","VI",65.2,"Yes","No","Marcus Stowar","NERP 55",4.98333,65.61667,NA,1,"68","Timor Sea CMR"
8390,-12.077696,127.424728,20120918,11:37:54,NA,"Timor Sea CMR Grid 1","VI",43,"Yes","No","Marcus Stowar","NERP 9",2.71666,63.41667,NA,2,"68","Timor Sea CMR"
8338,-12.074017,127.443219,20120918,11:57:02,NA,"Timor Sea CMR Grid 1","VI",60.1,"Yes","No","Marcus Stowar","NERP 13",3.33333,63.4,19.46667,2,"68","Timor Sea CMR"
8344,-11.892433,127.072733,20120924,08:39:52,NA,"Timor Sea CMR Grid 2","VI",74.3,"Yes","No","Marcus Stowar","NERP 19",2.5,64.38333,NA,1,"68","Timor Sea CMR"
8348,-11.891733,127.08855,20120924,08:52:50,NA,"Timor Sea CMR Grid 2","VI",60.6,"Yes","No","Marcus Stowar","NERP 22",3.26666,63.08333,NA,1,"68","Timor Sea CMR"
8357,-11.8992,127.101667,20120924,11:22:44,NA,"Timor Sea CMR Grid 2","VI",57.8,"Yes","No","Marcus Stowar","NERP 30",NA,NA,NA,NA,"68","Timor Sea CMR"
8360,-11.4014,127.02095,20120930,09:00:20,NA,"Timor Sea CMR Grid 3","VI",54.7,"Yes","No","Marcus Stowar","NERP 33",NA,NA,NA,NA,"68","Timor Sea CMR"
8371,-11.4143,126.9501,20121001,09:29:18,NA,"Timor Sea CMR Grid 3","VI",67.5,"Yes","No","Marcus Stowar","NERP 43",5.78333,66.26667,NA,1,"68","Timor Sea CMR"
8345,-12.073647,127.42483,20120918,09:11:26,NA,"Timor Sea CMR Grid 1","VI",38.4,"Yes","No","Marcus Stowar","NERP 1",4.15,66.25,NA,2,"68","Timor Sea CMR"
8347,-11.897517,127.086767,20120924,08:49:18,NA,"Timor Sea CMR Grid 2","VI",62.9,"Yes","No","Marcus Stowar","NERP 21",3.46666,66.48333,NA,1,"68","Timor Sea CMR"
8349,-11.887383,127.083883,20120924,08:57:16,NA,"Timor Sea CMR Grid 2","VI",76.5,"Yes","No","Marcus Stowar","NERP 23",2.5,62.93333,NA,1,"68","Timor Sea CMR"
8361,-11.40035,127.021983,20120930,09:02:58,NA,"Timor Sea CMR Grid 3","VI",57,"Yes","No","Marcus Stowar","NERP 34",NA,NA,NA,NA,"68","Timor Sea CMR"
8375,-11.43635,126.962183,20121001,09:48:58,NA,"Timor Sea CMR Grid 3","VI",58.4,"Yes","No","Marcus Stowar","NERP 47",5.6,65.43333,NA,1,"68","Timor Sea CMR"
8378,-12.068311,127.437568,20120918,09:34:22,NA,"Timor Sea CMR Grid 1","VI",47.2,"Yes","No","Marcus Stowar","NERP 4",5.83333,66.11667,NA,1,"68","Timor Sea CMR"
8388,-12.076438,127.435538,20120918,09:50:00,NA,"Timor Sea CMR Grid 1","VI",31.4,"Yes","No","Marcus Stowar","NERP 7",4.46666,67.58334,NA,1,"68","Timor Sea CMR"
