Sample,Family,Genus,Species,Count,Length,Code,Filename,Frame,Time (mins),Precision (mm),RMS (mm),Range (mm),Direction (deg),Comment,Stage,Activity
PN_I03_2110,Labridae,Austrolabrus,maculatus,1,124.011,37384025,GP020103.MP4,25128,52.112,4.197,7.025,2628.157,12.006,Starts at 1:50,AD,Passing
PN_I04_2110,Labridae,Pictilabrus,laticlavius,1,286.903,37384020,GH011770.MP4,8851,5.9007,1.056,7.737,997.298,17.352,Starts at 4:00. Tilted on side. RHS camera obstructed,AD,Passing
PN_I04_2110,Labridae,Notolabrus,parilus,1,338,99379455,GH011770.MP4,15805,10.5367,3.593,5.883,1552.355,12.301,Starts at 4:00. Tilted on side. RHS camera obstructed,AD,Passing
PN_I04_2110,Scorpididae,Scorpis,aequipinnis,1,253.226,37361004,GH011770.MP4,15992,10.6613,2.73,2.244,1229.852,21.99,Starts at 4:00. Tilted on side. RHS camera obstructed,AD,Passing
PN_I04_2110,Monacanthidae,Meuschenia,freycineti,1,356.291,37465036,GH011770.MP4,26090,17.3933,1.804,6.435,808.255,11.481,Starts at 4:00. Tilted on side. RHS camera obstructed,AD,Passing
PN_I04_2110,Monacanthidae,Meuschenia,hippocrepis,1,297.501,37465004,GH021770.MP4,13612,26.7113,1.848,4.498,887.902,27.838,Starts at 4:00. Tilted on side. RHS camera obstructed,AD,Passing
PN_I04_2110,Monacanthidae,Meuschenia,hippocrepis,1,298.792,37465004,GH021770.MP4,13622,26.718,1.223,1.544,1189.154,5.641,Starts at 4:00. Tilted on side. RHS camera obstructed,AD,Passing
PN_I04_2110,Monacanthidae,Meuschenia,hippocrepis,1,327.068,37465004,GH021770.MP4,13622,26.718,1.455,2.832,1237.431,2.124,Starts at 4:00. Tilted on side. RHS camera obstructed,AD,Passing
PN_I04_2110,Scorpididae,Scorpis,aequipinnis,3,233.059,37361004,GH021770.MP4,18709,30.1093,2.054,4.166,1215.49,15.919,Starts at 4:00. Tilted on side. RHS camera obstructed,AD,Passing
PN_I04_2110,Kyphosidae,Kyphosus,sydneyanus,1,484.35,37361001,GH031770.MP4,23210,50.7467,4.255,4.799,1987.284,34.049,Starts at 4:00. Tilted on side. RHS camera obstructed,AD,Passing
PN_I04_2110,Labridae,Notolabrus,tetricus,1,331.374,37384003,GH031770.MP4,23833,51.162,2.424,1.18,1212.89,16.873,Starts at 4:00. Tilted on side. RHS camera obstructed,AD,Passing
ISDI01_2111,Gerreidae,Parequula,melbournensis,1,157.096,37349001,LGH010043.MP4,11806,7.8707,4.322,3.889,1406.84,40.204,start at 3.8mins,AD,Passing
ISDI01_2111,Monacanthidae,Meuschenia,galii,1,212,37465040,LGH010043.MP4,15113,10.0753,3.581,1.387,1598.381,19.072,start at 3.8mins,AD,Passing
ISDI01_2111,Myliobatidae,Myliobatis,tenuicaudatus,1,620.189,37039001,LGH010043.MP4,25338,16.892,7.081,2.235,2010.748,27.268,start at 3.8mins,AD,Passing
ISDI01_2111,Dasyatidae,Bathytoshia,brevicaudata,1,816.565,99379210,LGH010043.MP4,26271,17.514,4.444,9.603,2189.632,7.514,start at 3.8mins,AD,Attracted
ISDI01_2111,Mullidae,Upeneichthys,vlamingii,1,208.869,37355029,LGH010043.MP4,26331,17.554,1.791,0.961,1104.248,30.018,start at 3.8mins,AD,Passing
ISDI01_2111,Labridae,Notolabrus,parilus,1,286.669,99379455,LGH020043.MP4,6243,21.7987,1.596,0.647,1217.773,17.307,start at 3.8mins,AD,Passing
ISDI01_2111,Labridae,Notolabrus,parilus,1,293.683,99379455,LGH020043.MP4,6243,21.7987,2.865,3.452,1699.57,19.024,start at 3.8mins,AD,Passing
ISDI01_2111,Labridae,Austrolabrus,maculatus,1,145.582,37384025,LGH020043.MP4,12499,25.9693,2.919,0.575,1051.295,26.971,start at 3.8mins,AD,Passing
ISDI01_2111,Trygonorrhinidae,Trygonorrhina,dumerilii,1,1125.542,37027011,LGH020043.MP4,25279,34.4893,12.626,2.778,3086.985,21.513,start at 3.8mins,AD,Passing
ISDI01_2111,Monacanthidae,Meuschenia,hippocrepis,1,336.355,37465004,LGH030043.MP4,70,35.32,3.163,1.82,1182.508,24.376,start at 3.8mins,AD,Passing
ISDI01_2111,Labridae,Ophthalmolepis,lineolatus,1,149.935,37384040,LGH030043.MP4,21961,49.914,0.713,1.526,635.957,20.503,start at 3.8mins,AD,Passing
ISDI01_2111,Labridae,Ophthalmolepis,lineolatus,1,299.358,37384040,LGH030043.MP4,21961,49.914,3.49,0.727,1563.802,39.481,start at 3.8mins,AD,Passing
ISDI01_2111,Labridae,Ophthalmolepis,lineolatus,1,148.834,37384040,LGH030043.MP4,21961,49.914,1.48,2.092,1088.239,27.827,start at 3.8mins,AD,Passing
ISDI01_2111,Labridae,Ophthalmolepis,lineolatus,1,239.893,37384040,LGH030043.MP4,21961,49.914,6.041,1.651,1974.558,15.732,start at 3.8mins,AD,Passing
ISDI01_2111,Labridae,Ophthalmolepis,lineolatus,1,322.342,37384040,LGH030043.MP4,21961,49.914,3.743,1.458,1358.531,28.21,start at 3.8mins,AD,Passing
ISDI01_2111,Labridae,Ophthalmolepis,lineolatus,1,168.021,37384040,LGH030043.MP4,21961,49.914,8.312,1.521,2458.781,13.597,start at 3.8mins,AD,Passing
ISDI01_2111,Serranidae,Caesioperca,rasor,1,242.776,99378025,LGH040043.MP4,1234,53.7327,3.275,7.033,1411.489,35.045,start at 3.8mins,AD,Passing
ISDI01_2111,Scorpididae,Neatypus,obliquus,1,118.223,37361002,LGH040043.MP4,5397,56.508,0.593,4.229,570.377,13.641,start at 3.8mins,AD,Passing
ISDI01_2111,Scorpididae,Neatypus,obliquus,1,115.086,37361002,LGH040043.MP4,5397,56.508,1.62,0.259,871.969,21.546,start at 3.8mins,AD,Passing
ISDI01_2111,Scorpididae,Neatypus,obliquus,1,128.952,37361002,LGH040043.MP4,5397,56.508,0.497,10.009,459.662,27.01,start at 3.8mins,AD,Passing
ISDI01_2111,Monacanthidae,Acanthaluteres,vittiger,1,170.776,37465002,LGH040043.MP4,9093,58.972,1.319,0.902,936.8,13.372,start at 3.8mins,AD,Passing
ISDI01_2111,Monacanthidae,Acanthaluteres,vittiger,1,200.926,37465002,LGH040043.MP4,9093,58.972,2.12,1.698,910.759,14.788,start at 3.8mins,AD,Passing
ISDI01_2111,Monacanthidae,Acanthaluteres,vittiger,1,170.859,37465002,LGH040043.MP4,9093,58.972,1.3,1.103,1119.665,4.709,start at 3.8mins,AD,Passing
ISDI01_2111,Monacanthidae,Acanthaluteres,vittiger,1,199.523,37465002,LGH040043.MP4,9093,58.972,2.734,3.06,1025.591,29.588,start at 3.8mins,AD,Passing
ISDI02_2111,Labridae,Eupetrichthys,angustipes,1,121.583,37384105,LGOPR0119.MP4,7356,4.904,4.696,7.119,1951.867,32.139,NA,AD,Passing
ISDI02_2111,Mullidae,Upeneichthys,vlamingii,1,204.536,37355029,LGOPR0119.MP4,12900,8.6,1.436,1.588,1344.53,10.96,NA,AD,Attracted
ISDI02_2111,Dasyatidae,Bathytoshia,brevicaudata,1,658.132,99379210,LGOPR0119.MP4,18777,12.518,3.03,7.684,1197.778,4.157,NA,AD,Passing
ISDI02_2111,Gerreidae,Parequula,melbournensis,1,126.033,37349001,LGOPR0119.MP4,20631,13.754,1.229,1.847,1316.132,15.47,NA,AD,Passing
ISDI02_2111,Labridae,Notolabrus,parilus,1,285.911,99379455,LGOPR0119.MP4,20897,13.9313,1.488,1.238,1440.827,7.582,NA,AD,Passing
ISDI02_2111,Carangidae,Seriola,hippos,1,1436.397,37337007,LGP010119.MP4,7806,22.884,13.168,45.038,2914.218,29.349,NA,AD,Passing
ISDI02_2111,Monacanthidae,Meuschenia,freycineti,1,386.212,37465036,LGP010119.MP4,12758,26.1853,1.277,2.187,906.921,11.592,NA,AD,Feeding
ISDI02_2111,Scorpididae,Neatypus,obliquus,1,111.219,37361002,LGP010119.MP4,17318,29.2253,2.778,0.97,1114.891,15.916,NA,AD,Attracted
ISDI02_2111,Labridae,Ophthalmolepis,lineolatus,1,226.142,37384040,LGP020119.MP4,4832,38.5813,1.207,5.653,902.68,19.27,NA,AD,Passing
ISDI02_2111,Labridae,Ophthalmolepis,lineolatus,1,215.605,37384040,LGP020119.MP4,4832,38.5813,4.835,2.334,1653.073,11.865,NA,AD,Passing
ISDI02_2111,Labridae,Ophthalmolepis,lineolatus,1,265.775,37384040,LGP020119.MP4,4832,38.5813,4.046,17.042,1463.172,16.523,NA,AD,Passing
ISDI02_2111,Labridae,Ophthalmolepis,lineolatus,1,288.09,37384040,LGP020119.MP4,4832,38.5813,4.445,3.241,1423.569,4.826,NA,AD,Passing
ISDI02_2111,Labridae,Ophthalmolepis,lineolatus,1,217.993,37384040,LGP020119.MP4,4832,38.5813,3.556,5.933,1259.389,13.731,NA,AD,Passing
ISDI02_2111,Triakidae,Mustelus,antarcticus,1,930.744,37017001,LGP020119.MP4,9232,41.5147,4.658,8.13,2109.99,18.656,NA,AD,Attracted
ISDI02_2111,Monacanthidae,Acanthaluteres,vittiger,1,228.172,37465002,LGP020119.MP4,18204,47.496,0.878,1.718,757.562,29.267,NA,AD,Passing
ISDI02_2111,Monacanthidae,Meuschenia,galii,1,170.159,37465040,LGP020119.MP4,18204,47.496,2.869,3.413,1082.162,15.389,NA,AD,Passing
ISDI02_2111,Triakidae,Galeorhinus,galeus,1,1176.242,37017008,LGP030119.MP4,3146,55.1373,6.052,7.873,2149.972,10.645,NA,AD,Attracted
ISDI03_2111,Labridae,Pictilabrus,laticlavius,1,222.252,37384020,LGOPR1796.MP4,9378,6.252,4.261,1.65,1497.17,23.231,NA,AD,Passing
ISDI03_2111,Labridae,Notolabrus,tetricus,1,384.07,37384003,LGOPR1796.MP4,18614,12.4093,3.625,11.305,1365.465,36.359,NA,AD,Passing
ISDI03_2111,Monacanthidae,Meuschenia,hippocrepis,1,360.786,37465004,LGOPR1796.MP4,25354,16.9027,4.731,1.498,1427.958,8.78,NA,AD,Attracted
ISDI03_2111,Labridae,Ophthalmolepis,lineolatus,1,262.427,37384040,LGP011796.MP4,3824,20.2293,1.654,1.443,1256.507,25.255,NA,AD,Passing
ISDI03_2111,Labridae,Ophthalmolepis,lineolatus,1,156.084,37384040,LGP011796.MP4,3824,20.2293,2.421,1.161,1088.504,16.433,NA,AD,Passing
ISDI03_2111,Labridae,Ophthalmolepis,lineolatus,1,146.99,37384040,LGP011796.MP4,3824,20.2293,0.928,3.911,923.328,6.953,NA,AD,Passing
ISDI03_2111,Labridae,Ophthalmolepis,lineolatus,1,260.493,37384040,LGP011796.MP4,3824,20.2293,4.237,5.163,1801.732,33.194,NA,AD,Passing
ISDI03_2111,Carangidae,Seriola,hippos,1,1117.695,37337007,LGP011796.MP4,12791,26.2073,5.082,9.402,2434.495,8.075,NA,AD,Passing
ISDI03_2111,Dasyatidae,Bathytoshia,brevicaudata,1,1002.304,99379210,LGP021796.MP4,13052,44.0613,2.211,21.08,1396.273,9.245,NA,AD,Feeding
ISDI04_2111,Labridae,Notolabrus,parilus,1,226.795,99379455,LGH011784.MP4,11491,7.6607,2.123,3.399,1043.101,32.908,start at 2.9mins,AD,Passing
ISDI04_2111,Labridae,Notolabrus,parilus,1,234.389,99379455,LGH011784.MP4,11500,7.6667,2.231,2.445,1261.042,10.245,start at 2.9mins,AD,Passing
ISDI04_2111,Mullidae,Upeneichthys,vlamingii,1,237.517,37355029,LGH011784.MP4,11583,7.722,1.575,5.28,914.211,28.08,start at 2.9mins,AD,Passing
ISDI04_2111,Monacanthidae,Scobinichthys,granulatus,1,167.059,37465007,LGH011784.MP4,18006,12.004,2.049,0.692,1206.714,34.736,start at 2.9mins,AD,Passing
ISDI04_2111,Gerreidae,Parequula,melbournensis,1,131.946,37349001,LGH011784.MP4,18597,12.398,1.769,1.397,908.59,23.969,start at 2.9mins,AD,Passing
ISDI04_2111,Carangidae,Pseudocaranx,sp,1,320.401,37337924,LGH011784.MP4,20573,13.7153,1.575,1.179,1344.154,24.324,start at 2.9mins,AD,Passing
ISDI04_2111,Monacanthidae,Meuschenia,freycineti,1,302.22,37337924,LGH011784.MP4,23670,15.78,1.164,11.253,674.183,10.135,start at 2.9mins,AD,Passing
ISDI04_2111,Monacanthidae,Meuschenia,freycineti,1,291.28,37337924,LGH011784.MP4,23670,15.78,8.213,1.19,1964.108,34.521,start at 2.9mins,AD,Passing
ISDI04_2111,Monacanthidae,Meuschenia,freycineti,1,336.212,37337924,LGH011784.MP4,23670,15.78,3.119,1.463,1056.223,18.513,start at 2.9mins,AD,Passing
ISDI04_2111,Monacanthidae,Meuschenia,galii,1,267.174,37337924,LGH021784.MP4,15415,27.9133,1.152,4.114,897.607,34.451,start at 2.9mins,AD,Passing
ISDI04_2111,Monacanthidae,Acanthaluteres,vittiger,1,170.429,37337924,LGH031784.MP4,1454,36.2427,2.421,2.516,1360.318,24.194,start at 2.9mins,AD,Passing
ISDI04_2111,Monacanthidae,Acanthaluteres,vittiger,1,181.951,37337924,LGH031784.MP4,1454,36.2427,1.49,2.884,1124.696,19.842,start at 2.9mins,AD,Passing
ISDI04_2111,Monacanthidae,Acanthaluteres,vittiger,1,188.363,37337924,LGH031784.MP4,1454,36.2427,2.939,4.845,1324.507,19.037,start at 2.9mins,AD,Passing
ISDI04_2111,Monacanthidae,Acanthaluteres,vittiger,1,134.755,37337924,LGH031784.MP4,1454,36.2427,1.364,3.261,1389.153,17.397,start at 2.9mins,AD,Passing
ISDI04_2111,Monacanthidae,Acanthaluteres,vittiger,1,160.951,37465002,LGH031784.MP4,1454,36.2427,3.036,2.584,1239.645,6.74,start at 2.9mins,AD,Passing
ISDI04_2111,Myliobatidae,Myliobatis,tenuicaudatus,1,453.071,37039001,LGH031784.MP4,2111,36.6807,1.369,3.581,1077.172,16.437,start at 2.9mins,AD,Attracted
ISDI04_2111,Myliobatidae,Myliobatis,tenuicaudatus,1,629.922,37039001,LGH031784.MP4,2122,36.688,7.534,7.773,2029.8,27.359,start at 2.9mins,AD,Attracted
ISDI04_2111,Labridae,Ophthalmolepis,lineolatus,1,212.89,37384040,LGH031784.MP4,9456,41.5773,1.006,1.033,737.379,11.9,start at 2.9mins,AD,Attracted
ISDI04_2111,Labridae,Ophthalmolepis,lineolatus,1,173.391,37384040,LGH031784.MP4,9456,41.5773,1.704,4.167,1507.159,14.802,start at 2.9mins,AD,Attracted
ISDI04_2111,Labridae,Ophthalmolepis,lineolatus,1,151.038,37384040,LGH031784.MP4,9456,41.5773,1.071,1.962,895.726,33.4,start at 2.9mins,AD,Attracted
ISDI04_2111,Labridae,Ophthalmolepis,lineolatus,1,160.232,37384040,LGH031784.MP4,9456,41.5773,3.119,2.515,1626.57,31.509,start at 2.9mins,AD,Attracted
ISDI04_2111,Sillaginidae,Sillaginodes,punctatus,1,427.86,37330001,LGH031784.MP4,10335,42.1633,4.062,10.594,1300.8,32.219,start at 2.9mins,AD,Passing
ISDI04_2111,Labridae,Notolabrus,tetricus,1,394.041,37384003,LGH031784.MP4,16853,46.5087,2.052,12.402,878.758,8.42,start at 2.9mins,AD,Passing
ISDI04_2111,Triakidae,Mustelus,antarcticus,1,1175.494,37017001,LGH041784.MP4,6569,57.2893,11.387,3.36,1939.449,23.32,start at 2.9mins,AD,Passing
ISEO01_2111,Labridae,Notolabrus,tetricus,1,375.043,37384003,LGOPR0120.MP4,13918,9.2787,2.385,5.555,1437.492,22.824,NA,AD,Passing
ISEO01_2111,Dinolestidae,Dinolestes,lewini,1,184.238,37327002,LGOPR0120.MP4,14981,9.9873,6.686,7.083,1859.37,31.769,NA,AD,Passing
ISEO01_2111,Dinolestidae,Dinolestes,lewini,1,197.595,37327002,LGOPR0120.MP4,14981,9.9873,4.918,3.025,1829.28,31.51,NA,AD,Passing
ISEO01_2111,Labridae,Notolabrus,parilus,1,193.203,99379455,LGOPR0120.MP4,23721,15.814,6.469,4.972,1789.457,12.725,NA,AD,Passing
ISEO01_2111,Myliobatidae,Myliobatis,tenuicaudatus,1,1191.722,37039001,LGP010120.MP4,18267,29.858,3.655,3.078,2066.023,16.188,NA,AD,Passing
ISEO01_2111,Gerreidae,Parequula,melbournensis,1,143.833,37349001,LGP010120.MP4,19035,30.37,6.524,3.048,1832.92,28.867,NA,AD,Passing
ISEO01_2111,Labridae,Achoerodus,gouldii,1,915.481,37384002,LGP010120.MP4,19279,30.5327,3.989,0.424,1733.958,3.909,NA,AD,Passing
ISEO01_2111,Scorpididae,Tilodon,sexfasciatus,1,189.168,37361003,LGP010120.MP4,20952,31.648,5.034,3.695,1672.584,32.956,NA,AD,Passing
ISEO01_2111,Labridae,Ophthalmolepis,lineolatus,1,260.247,37384040,LGP010120.MP4,23361,33.254,1.952,3.07,1488.58,7.112,NA,AD,Passing
ISEO01_2111,Labridae,Ophthalmolepis,lineolatus,1,209.449,37384040,LGP010120.MP4,23361,33.254,4.423,2.873,1911.204,19.978,NA,AD,Passing
ISEO01_2111,Labridae,Ophthalmolepis,lineolatus,1,176.584,37384040,LGP010120.MP4,23361,33.254,3.268,4.414,1226.749,19.084,NA,AD,Passing
ISEO01_2111,Labridae,Ophthalmolepis,lineolatus,1,187.682,37384040,LGP010120.MP4,23361,33.254,1.488,8.33,1364.372,15.778,NA,AD,Passing
ISEO01_2111,Labridae,Ophthalmolepis,lineolatus,1,199.089,37384040,LGP010120.MP4,23361,33.254,1.554,1.822,1238.511,13.289,NA,AD,Passing
ISEO01_2111,Labridae,Ophthalmolepis,lineolatus,1,160.95,37384040,LGP010120.MP4,23361,33.254,1.638,5.678,1274.969,7.787,NA,AD,Passing
ISEO01_2111,Monacanthidae,Meuschenia,freycineti,1,264.947,37465036,LGP020120.MP4,338,35.5853,0.804,8.591,720.903,25.96,NA,AD,Passing
ISEO01_2111,Monacanthidae,Meuschenia,hippocrepis,1,389.474,37465004,LGP020120.MP4,4747,38.5247,5.049,8.474,1507.002,20.117,NA,AD,Passing
ISEO01_2111,Monacanthidae,Meuschenia,hippocrepis,1,269.956,37465004,LGP020120.MP4,4757,38.5313,3.552,10.524,1380.994,24.897,NA,AD,Passing
ISEO01_2111,Monacanthidae,Meuschenia,hippocrepis,1,271.842,37465004,LGP020120.MP4,4757,38.5313,2.708,4.004,1193.532,10.682,NA,AD,Passing
ISEO01_2111,Carangidae,Pseudocaranx,sp,1,232.651,37337924,LGP020120.MP4,16439,46.3193,5.447,3.664,1803.493,28.277,NA,AD,Passing
ISEO01_2111,Carangidae,Pseudocaranx,sp,1,231.72,37337924,LGP020120.MP4,16439,46.3193,2.886,3.822,1941.531,11.013,NA,AD,Passing
ISEO02_2111,Mullidae,Upeneichthys,vlamingii,1,141.656,37355029,LGH010044.MP4,8138,5.4253,2.722,0.762,1655.899,24.783,start at 4.8mins,AD,Passing
ISEO02_2111,Gerreidae,Parequula,melbournensis,1,144.96,37349001,LGH010044.MP4,8398,5.5987,1.67,1.489,993.741,29.511,start at 4.8mins,AD,Passing
ISEO02_2111,Monacanthidae,Acanthaluteres,vittiger,1,195.519,37465002,LGH010044.MP4,18018,12.012,5.121,3.568,2031.577,15.607,start at 4.8mins,AD,Passing
ISEO02_2111,Labridae,Pictilabrus,laticlavius,1,165.605,37384020,LGH010044.MP4,24550,16.3667,2.008,5.641,1851.882,1.715,start at 4.8mins,AD,Passing
ISEO02_2111,Monacanthidae,Meuschenia,flavolineata,1,276.495,37465035,LGH010044.MP4,25407,16.938,5.07,0.36,1915.986,30.695,start at 4.8mins,AD,Passing
ISEO02_2111,Sillaginidae,Sillaginodes,punctatus,1,436.399,37330001,LGH020044.MP4,1894,18.8993,8.366,5.103,2230.096,4.958,start at 4.8mins,AD,Attracted
ISEO02_2111,Pomacentridae,Parma,victoriae,1,218.667,37372006,LGH020044.MP4,10608,24.7087,4.336,2.75,1454.051,29.784,start at 4.8mins,AD,Attracted
ISEO02_2111,Monacanthidae,Meuschenia,galii,1,191.057,37465040,LGH020044.MP4,20319,31.1827,1.36,3.154,712.674,14.49,start at 4.8mins,AD,Passing
ISEO02_2111,Labridae,Ophthalmolepis,lineolatus,1,240.819,37384040,LGH020044.MP4,21145,31.7333,2.149,0.337,1113.374,15.531,start at 4.8mins,AD,Passing
ISEO02_2111,Labridae,Ophthalmolepis,lineolatus,1,168.426,37384040,LGH020044.MP4,21145,31.7333,3.031,2.178,1193.05,26.66,start at 4.8mins,AD,Passing
ISEO02_2111,Labridae,Ophthalmolepis,lineolatus,1,143.762,37384040,LGH020044.MP4,21145,31.7333,2.499,1.252,1312.682,19.97,start at 4.8mins,AD,Passing
ISEO02_2111,Labridae,Ophthalmolepis,lineolatus,1,138.78,37384040,LGH020044.MP4,21145,31.7333,1.935,1.853,1414.474,18.499,start at 4.8mins,AD,Passing
ISEO02_2111,Labridae,Ophthalmolepis,lineolatus,1,127.28,37384040,LGH020044.MP4,21145,31.7333,1.366,1.158,1260.786,4.28,start at 4.8mins,AD,Passing
ISEO02_2111,Labridae,Ophthalmolepis,lineolatus,1,133.673,37384040,LGH020044.MP4,21145,31.7333,1.403,0.102,1335.683,10.523,start at 4.8mins,AD,Passing
ISEO02_2111,Labridae,Ophthalmolepis,lineolatus,1,90.29,37384040,LGH020044.MP4,21145,31.7333,1.715,4.16,1080.618,12.782,start at 4.8mins,AD,Passing
ISEO02_2111,Labridae,Achoerodus,gouldii,1,1036.003,37384002,LGH020044.MP4,25452,34.6047,6.884,2.491,2216.238,16.239,start at 4.8mins,AD,Attracted
ISEO02_2111,Serranidae,Caesioperca,rasor,1,184.637,99378025,LGH030044.MP4,3982,37.928,1.55,0.247,942.212,15.57,start at 4.8mins,AD,Passing
ISEO02_2111,Serranidae,Caesioperca,rasor,1,219.675,99378025,LGH030044.MP4,3982,37.928,3.589,1.65,1226.488,23.252,start at 4.8mins,AD,Passing
ISEO02_2111,Myliobatidae,Myliobatis,tenuicaudatus,1,524.545,37039001,LGH030044.MP4,10501,42.274,1.944,1.703,1154.282,3.196,start at 4.8mins,AD,Feeding
ISEO02_2111,Dinolestidae,Dinolestes,lewini,1,241.321,37327002,LGH040044.MP4,12439,61.2027,13.392,1.597,3266.183,27.941,start at 4.8mins,AD,Passing
ISEO02_2111,Scorpididae,Tilodon,sexfasciatus,1,185.035,37361003,LGH040044.MP4,16392,63.838,4.527,0.607,1941.299,15.09,start at 4.8mins,AD,Passing
ISEO03_2111,Gerreidae,Parequula,melbournensis,1,137.545,37349001,LGH011785.MP4,10500,7,3.369,2.001,1960.689,22.052,start at 3.5mins,AD,Passing
ISEO03_2111,Monacanthidae,Acanthaluteres,vittiger,1,187.892,37465002,LGH011785.MP4,10676,7.1173,1.682,1.547,1190.008,21.797,start at 3.5mins,AD,Passing
ISEO03_2111,Labridae,Heteroscarus,acroptilus,1,127.831,37385010,LGH011785.MP4,19479,12.986,3.387,1.923,1282.554,22.367,start at 3.5mins,AD,Passing
ISEO03_2111,Labridae,Notolabrus,parilus,1,241.676,99379455,LGH011785.MP4,23747,15.8313,0.98,3.687,766.288,24.489,start at 3.5mins,AD,Passing
ISEO03_2111,Cheilodactylidae,Cheilodactylus,nigripes,1,314.046,37377001,LGH021785.MP4,7962,22.9447,11.45,3.537,3419.972,15.685,start at 3.5mins,AD,Passing
ISEO03_2111,Serranidae,Caesioperca,rasor,1,178.517,99378025,LGH021785.MP4,15283,27.8253,2.24,2.166,1224.247,23.52,start at 3.5mins,AD,Passing
ISEO03_2111,Serranidae,Caesioperca,rasor,1,222.611,99378025,LGH021785.MP4,15283,27.8253,3.589,4.017,1267.807,28.623,start at 3.5mins,AD,Passing
ISEO03_2111,Mullidae,Upeneichthys,vlamingii,1,211.028,37355029,LGH021785.MP4,19809,30.8427,9.331,9.411,2215.396,28.772,start at 3.5mins,AD,Passing
ISEO03_2111,Monacanthidae,Meuschenia,hippocrepis,1,398.565,37465004,LGH031785.MP4,475,35.59,4.671,0.156,1407.221,32.853,start at 3.5mins,AD,Passing
