Sample,Latitude,Longitude,Date,Time,Location,Status,Site,Depth,Observer,Successful.count,Successful.length,SiteName,Waypoint,BruvType,Zone_ID,UTMzone,Easting,Northing,FieldLead,FieldTeam,MonType,Bottom Temp
ISEO01_2111,-32.36909,133.48779,20211116,14:10:00,Isles of St Francis,Fished,ISEO01,10.8,DEaston,Yes,Yes,Evans Island Outside,NA,Stereo,NA,53,357731.7276,6417647.011,JHicks,MST,SAMPA,NA
ISEO02_2111,-32.37499,133.48766,20211116,14:15:00,Isles of St Francis,Fished,ISEO02,19.7,DEaston,Yes,Yes,Evans Island Outside,NA,Stereo,NA,53,357728.7423,6416992.731,JHicks,MST,SAMPA,NA
ISEO03_2111,-32.37993,133.4882,20211116,14:18:00,Isles of St Francis,Fished,ISEO03,27.3,DEaston,Yes,Yes,Evans Island Outside,NA,Stereo,NA,53,357787.2873,6416445.772,JHicks,MST,SAMPA,NA
ISEO04_2111,-32.38345,133.48548,20211116,14:22:00,Isles of St Francis,Fished,ISEO04,24.4,DEaston,Yes,Yes,Evans Island Outside,NA,Stereo,NA,53,357536.9214,6416051.905,JHicks,MST,SAMPA,NA
ISGO01_2111,-32.31458,133.5011,20211116,16:03:00,Isles of St Francis,Fished,ISGO01,13,DEaston,Yes,Yes,Goat Island Outside,NA,Stereo,NA,53,358899.4561,6423707.872,JHicks,MST,SAMPA,NA
ISGO02_2111,-32.31156,133.50129,20211116,16:05:00,Isles of St Francis,Fished,ISGO02,12,DEaston,Yes,Yes,Goat Island Outside,NA,Stereo,NA,53,358912.6612,6424042.933,JHicks,MST,SAMPA,NA
ISGO03_2111,-32.30955,133.5188,20211116,16:08:00,Isles of St Francis,Fished,ISGO03,8.5,DEaston,Yes,No,Goat Island Outside,NA,Stereo,NA,53,360558.118,6424288.689,JHicks,MST,SAMPA,NA
ISGO04_2111,-32.30548,133.50494,20211116,16:12:00,Isles of St Francis,Fished,ISGO04,14.2,DEaston,Yes,Yes,Goat Island Outside,NA,Stereo,NA,53,359246.9001,6424721.787,JHicks,MST,SAMPA,NA
SKNO24_2205,-36.07902432,137.4043379,20220508,8:50:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO24,29.8,DEaston,Yes,Yes,Southern Kangaroo Island North Out,N24,Stereo,NA,53,716500.5002,6004610.516,DEaston,MST,SAMP,16.4
SKNO25_2205,-36.08086486,137.4024508,20220508,8:56:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO25,17,DEaston,Yes,Yes,Southern Kangaroo Island North Out,N25,Stereo,NA,53,716325.5002,6004410.516,DEaston,MST,SAMP,16.4
SKNO29_2205,-36.08268313,137.4016734,20220508,9:00:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO29,23.6,DEaston,Yes,Yes,Southern Kangaroo Island North Out,N29,Stereo,NA,53,716250.5002,6004210.516,DEaston,MST,SAMP,16.4
SKNO26_2205,-36.08482,137.401387,20220508,9:02:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO26,26.1,DEaston,Yes,No,Southern Kangaroo Island North Out,N26,Stereo,NA,53,716218.8527,6003974.075,DEaston,MST,SAMP,16.4
SKNO31_2205,-36.0850712,137.4061878,20220508,9:06:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO31,32.1,DEaston,Yes,Yes,Southern Kangaroo Island North Out,N31,Stereo,NA,53,716650.5002,6003935.516,DEaston,MST,SAMP,16.4
SKNO27_2205,-36.08138,137.40499,20220508,9:09:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO27,27.7,DEaston,Yes,Yes,Southern Kangaroo Island North Out,N27,Stereo,NA,53,716552.7632,6004347.71,DEaston,MST,SAMP,16.4
SKNO33_2205,-36.08702545,137.4098564,20220508,10:45:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO33,29,DEaston,Yes,Yes,Southern Kangaroo Island North Out,N33,Stereo,NA,53,716975.5002,6003710.517,DEaston,MST,SAMP,16.4
SKNO32_2205,-36.08638334,137.4081711,20220508,10:49:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO32,24.3,DEaston,Yes,Yes,Southern Kangaroo Island North Out,N32,Stereo,NA,53,716825.5002,6003785.516,DEaston,MST,SAMP,16.4
SKNO34_2205,-36.08823509,137.405729,20220508,10:52:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO34,24.8,DEaston,Yes,Yes,Southern Kangaroo Island North Out,N34,Stereo,NA,53,716600.5002,6003585.516,DEaston,MST,SAMP,16.4
SKNO37_2205,-36.09231091,137.4047428,20220508,10:58:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO37,27.1,DEaston,Yes,Yes,Southern Kangaroo Island North Out,N37,Stereo,NA,53,716500.5002,6003135.516,DEaston,MST,SAMP,16.4
SKNO36_2205,-36.09203554,137.4072331,20220508,11:02:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO36,23.3,DEaston,Yes,Yes,Southern Kangaroo Island North Out,N36,Stereo,NA,53,716725.5002,6003160.516,DEaston,MST,SAMP,16.4
SKNO35_2205,-36.09020609,137.4085654,20220508,11:06:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO35,24,DEaston,Yes,No,Southern Kangaroo Island North Out,N35,Stereo,NA,53,716850.5002,6003360.517,DEaston,MST,SAMP,16.4
SKNO41_2205,-36.10254493,137.4000568,20220508,12:32:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO41,39,DEaston,Yes,Yes,Southern Kangaroo Island North Out,N41,Stereo,NA,53,716050.5002,6002010.516,DEaston,MST,SAMP,16.4
SKNO40_2205,-36.1011214,137.4036231,20220508,12:36:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO40,35.6,DEaston,Yes,Yes,Southern Kangaroo Island North Out,N40,Stereo,NA,53,716375.5002,6002160.516,DEaston,MST,SAMP,16.4
SKNO38_2205,-36.10025608,137.4130372,20220508,12:41:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO38,30.5,DEaston,Yes,Yes,Southern Kangaroo Island North Out,N38,Stereo,NA,53,717225.5002,6002235.517,DEaston,MST,SAMP,16.4
SKNO39_2205,-36.10041413,137.4163739,20220508,12:44:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO39,37.8,DEaston,Yes,Yes,Southern Kangaroo Island North Out,N39,Stereo,NA,53,717525.5002,6002210.517,DEaston,MST,SAMP,16.4
SKNO42_2205,-36.1080427,137.4179961,20220508,12:50:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO42,42.7,DEaston,Yes,Yes,Southern Kangaroo Island North Out,N42,Stereo,NA,53,717650.5002,6001360.517,DEaston,MST,SAMP,16.4
SKNO43_2205,-36.10891545,137.4194114,20220508,12:54:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO43,42.3,DEaston,Yes,Yes,Southern Kangaroo Island North Out,N43,Stereo,NA,53,717775.5002,6001260.517,DEaston,MST,SAMP,16.4
SKEO52_2205,-36.11222704,137.5317033,20220510,9:24:00,Southern Kangaroo Island (Commonwealth),Fished,SKEO52,23.1,CMeakin,Yes,Yes,Southern Kangaroo Island East Out,NE52,Stereo,NA,53,727875.5003,6000635.517,DEaston,MST,SAMP,16.8
SKEO51_2205,-36.11210153,137.5269784,20220510,9:28:00,Southern Kangaroo Island (Commonwealth),Fished,SKEO51,14.2,CMeakin,Yes,Yes,Southern Kangaroo Island East Out,NE51,Stereo,NA,53,727450.5003,6000660.517,DEaston,MST,SAMP,16.8
SKEO50_2205,-36.11095809,137.5277748,20220510,9:31:00,Southern Kangaroo Island (Commonwealth),Fished,SKEO50,21.4,CMeakin,Yes,Yes,Southern Kangaroo Island East Out,NE50,Stereo,NA,53,727525.5003,6000785.517,DEaston,MST,SAMP,16.8
SKEO44_2205,-36.10772357,137.5315586,20220510,9:35:00,Southern Kangaroo Island (Commonwealth),Fished,SKEO44,37.3,CMeakin,Yes,Yes,Southern Kangaroo Island East Out,NE44,Stereo,NA,53,727875.5003,6001135.517,DEaston,MST,SAMP,16.8
SKEO46_2205,-36.10884357,137.5318723,20220510,9:38:00,Southern Kangaroo Island (Commonwealth),Fished,SKEO46,32.6,CMeakin,Yes,Yes,Southern Kangaroo Island East Out,NE46,Stereo,NA,53,727900.5003,6001010.517,DEaston,MST,SAMP,16.8
SKEO48_2205,-36.10972079,137.5330112,20220510,9:42:00,Southern Kangaroo Island (Commonwealth),Fished,SKEO48,21.8,CMeakin,Yes,Yes,Southern Kangaroo Island East Out,NE48,Stereo,NA,53,728000.5003,6000910.517,DEaston,MST,SAMP,16.8
SKNO49_2205,-36.11339,137.4098289,20220510,11:30:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO49,40.8,DEaston,Yes,Yes,Southern Kangaroo Island North Out,N49,Stereo,NA,53,716900.5002,6000785.517,DEaston,MST,SAMP,16.8
SKNO92_2205,-36.120845,137.419467,20220510,11:36:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO92,39,DEaston,Yes,Yes,Southern Kangaroo Island North Out,N92,Stereo,NA,53,717747.5482,5999936.841,DEaston,MST,SAMP,16.8
SKNO91_2205,-36.117775,137.420738,20220510,11:39:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO91,42.8,DEaston,Yes,Yes,Southern Kangaroo Island North Out,N91,Stereo,NA,53,717870.4447,6000274.599,DEaston,MST,SAMP,16.8
SKNO54_2205,-36.1153843,137.4226647,20220510,11:42:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO54,42.7,DEaston,Yes,Yes,Southern Kangaroo Island North Out,N54,Stereo,NA,53,718050.5002,6000535.517,DEaston,MST,SAMP,16.8
SKNO58_2205,-36.11777148,137.4271816,20220510,11:46:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO58,44.7,DEaston,Yes,Yes,Southern Kangaroo Island North Out,N58,Stereo,NA,53,718450.5002,6000260.517,DEaston,MST,SAMP,16.8
SKNO93_2205,-36.120359,137.425035,20220510,11:49:00,Southern Kangaroo Island (Commonwealth),Fished,SKNO93,40.4,DEaston,Yes,Yes,Southern Kangaroo Island North Out,N93,Stereo,NA,53,718250.0959,5999978.264,DEaston,MST,SAMP,16.8
