campaignid,sample,caab_code,number,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,family,genus,species
2014-04_Tasman_Fracture_CMR_stereoBRUVs,160,82003003,20,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,164,82003006,1,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,164,82003007,18,Physical,Relief,High,Wall,4,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,164,82003008,1,Physical,Relief,High,Caves,5,NA,NA,NA,,,
2014-04_Tasman_Fracture_CMR_stereoBRUVs,50,82003001,3,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,50,82003003,10,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,50,82003004,7,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,163,82003001,1,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,163,82003003,5,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,163,82003004,3,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,163,82003006,4,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,163,82003007,2,Physical,Relief,High,Wall,4,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,54,82003001,4,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,54,82003003,9,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,161,82003003,17,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,161,82003004,3,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,165,82003003,2,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,165,82003004,8,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,49,82003006,3,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,49,82003007,3,Physical,Relief,High,Wall,4,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,49,82003008,1,Physical,Relief,High,Caves,5,NA,NA,NA,,,
2014-04_Tasman_Fracture_CMR_stereoBRUVs,53,82003001,5,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,53,82003004,14,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,53,82003006,1,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,55,82003004,5,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,55,82003006,2,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,55,82003007,2,Physical,Relief,High,Wall,4,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,42,82003001,1,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,42,82003003,5,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,42,82003004,8,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,42,82003006,4,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,131,82003003,2,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,131,82003004,4,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,131,82003006,7,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,131,82003007,1,Physical,Relief,High,Wall,4,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,142,82003003,1,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,142,82003004,5,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,142,82003006,2,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,145,82003003,4,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,145,82003004,8,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,74,82003001,9,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,74,82003004,2,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,74,82003007,1,Physical,Relief,High,Wall,4,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,83,82003003,7,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,83,82003004,6,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,83,82003006,2,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,94,82003003,5,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,94,82003004,9,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,95,82003001,1,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,95,82003003,13,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,130,82003003,10,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,144,82003001,8,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,144,82003003,2,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,146,82003003,3,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,75,82003003,6,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,75,82003004,2,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,75,82003006,1,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,75,82003007,1,Physical,Relief,High,Wall,4,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,89,82003003,10,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,89,82003004,5,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,96,82003001,2,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,96,82003003,8,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,96,82003004,1,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,96,82003006,1,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,137,82003004,6,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,143,82003001,3,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,143,82003003,6,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,143,82003004,1,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,81,82003003,1,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,93,82003004,5,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,93,82003006,9,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,93,82003007,3,Physical,Relief,High,Wall,4,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,98,82003003,1,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,98,82003004,3,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,98,82003006,3,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,132,82003003,1,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,132,82003004,2,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,132,82003006,7,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,132,82003007,9,Physical,Relief,High,Wall,4,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,132,82003008,1,Physical,Relief,High,Caves,5,NA,NA,NA,,,
2014-04_Tasman_Fracture_CMR_stereoBRUVs,135,82003001,5,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,135,82003003,5,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,135,82003004,5,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,147,82003001,6,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,147,82003003,5,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,147,82003004,4,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,77,82003001,6,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,77,82003003,14,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,86,82003001,4,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,91,82003001,3,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,91,82003003,7,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,92,82003001,2,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,92,82003003,8,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,101,82003001,4,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,101,82003004,4,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,101,82003006,3,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,136,82003003,5,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,136,82003004,9,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,136,82003006,6,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,138,82003003,19,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,148,82003003,4,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,148,82003004,8,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,148,82003006,6,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,148,82003007,2,Physical,Relief,High,Wall,4,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,149,82003003,18,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,149,82003004,1,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,149,82003006,1,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,80,82003001,10,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,99,82003003,10,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,182,82003007,20,Physical,Relief,High,Wall,4,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,69,82003003,10,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,87,82003003,15,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,90,82003003,20,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,179,82003003,6,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,179,82003004,2,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,179,82003006,2,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,184,82003001,7,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,184,82003003,7,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,184,82003004,4,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,184,82003006,2,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,67,82003003,2,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,67,82003006,3,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,67,82003007,4,Physical,Relief,High,Wall,4,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,67,82003008,11,Physical,Relief,High,Caves,5,NA,NA,NA,,,
2014-04_Tasman_Fracture_CMR_stereoBRUVs,178,82003004,4,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,178,82003006,4,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,178,82003007,5,Physical,Relief,High,Wall,4,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,178,82003008,7,Physical,Relief,High,Caves,5,NA,NA,NA,,,
2014-04_Tasman_Fracture_CMR_stereoBRUVs,186,82003003,4,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,186,82003004,5,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,186,82003006,2,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,76,82003001,2,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,76,82003003,2,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,76,82003004,7,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,76,82003006,5,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,76,82003007,1,Physical,Relief,High,Wall,4,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,88,82003001,4,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,88,82003003,9,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,97,82003001,3,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,97,82003003,7,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,185,82003001,1,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,185,82003003,15,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,68,82003004,1,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,82,82003003,12,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,187,82003003,3,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,187,82003004,3,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,187,82003006,4,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,187,82003007,6,Physical,Relief,High,Wall,4,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,187,82003008,4,Physical,Relief,High,Caves,5,NA,NA,NA,,,
2014-04_Tasman_Fracture_CMR_stereoBRUVs,100,82003006,3,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,100,82003007,14,Physical,Relief,High,Wall,4,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,183,82003003,12,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,183,82003004,8,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,78,82003003,1,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,78,82003004,9,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,78,82003006,10,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,84,82003003,10,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,181,82003006,1,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,181,82003007,1,Physical,Relief,High,Wall,4,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,5,82003003,6,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,5,82003004,6,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,5,82003006,1,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,8,82003003,4,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,8,82003004,7,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,11,82003004,3,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,17,82003001,5,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,17,82003003,7,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,17,82003004,2,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,13,82003003,3,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,14,82003003,7,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,14,82003004,5,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA
2014-04_Tasman_Fracture_CMR_stereoBRUVs,14,82003006,3,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA
