Sample,Family,Genus,Species,Count,Length,Code,Filename,Frame,Time (mins),Precision (mm),RMS (mm),Range (mm),Direction (deg),Comment,Stage,Activity,Length_Comment
PEEI01_1811,Scorpididae,Tilodon,sexfasciatus,1,229.737,37361003,PEEI01_L.avi,5851,3.9007,2.555,2.195,1545.48,29.811,,AD,Passing,
PEEI01_1811,Labridae,Notolabrus,parilus,1,310.44,37384022,PEEI01_L.avi,7140,4.76,5.339,3.811,2063.804,26.608,,AD,Passing,
PEEI01_1811,Monacanthidae,Meuschenia,flavolineata,1,259.295,37465035,PEEI01_L.avi,13923,9.282,8.044,1.643,3549.932,3.002,,AD,Passing,
PEEI01_1811,Monacanthidae,Meuschenia,hippocrepis,1,226.612,37465004,PEEI01_L.avi,15251,10.1673,1.155,2.59,1416.111,8.689,,AD,Passing,
PEEI01_1811,Monacanthidae,Meuschenia,hippocrepis,1,336.352,37465004,PEEI01_L.avi,15273,10.182,3.316,3.706,1742.688,1.185,,AD,Passing,
PEEI01_1811,Monacanthidae,Meuschenia,hippocrepis,1,287.334,37465004,PEEI01_L.avi,15360,10.24,0.697,0.954,868.605,13.922,,AD,Passing,
PEEI01_1811,Monacanthidae,Meuschenia,hippocrepis,1,389.353,37465004,PEEI01_L.avi,15360,10.24,1.755,7.288,1374.792,15.535,,AD,Passing,
PEEI01_1811,Monacanthidae,Meuschenia,hippocrepis,1,345.979,37465004,PEEI01_L.avi,15360,10.24,0.509,5.045,582.051,6.131,,AD,Passing,
PEEI01_1811,Cheilodactylidae,Cheilodactylus,nigripes,1,321.271,37377001,PEEI01_L.avi,16563,11.042,9.81,0.587,2302.552,24.77,,AD,Passing,
PEEI01_1811,Labridae,Notolabrus,tetricus,1,235.522,37384003,PEEI01_L.avi,16810,11.2067,2.14,1.053,1615.877,19.376,,AD,Passing,
PEEI01_1811,Labridae,Notolabrus,tetricus,1,233.032,37384003,PEEI01_L.avi,16810,11.2067,2.047,3.03,1473.525,25.227,,AD,Passing,
PEEI01_1811,Labridae,Notolabrus,tetricus,1,187.506,37384003,PEEI01_L.avi,16810,11.2067,4.688,2.453,1767.452,7.733,,AD,Passing,
PEEI01_1811,Labridae,Notolabrus,parilus,1,393.83,37384022,PEEI01_L.avi,18135,12.09,4.01,3.518,1884.244,25.793,,AD,Passing,
PEEI01_1811,Labridae,Pictilabrus,laticlavius,1,240.608,37384020,PEEI01_L.avi,18465,12.31,5.206,16.238,2810.493,21.765,,AD,Passing,
PEEI01_1811,Monacanthidae,Meuschenia,freycineti,1,296.444,37465036,PEEI01_L.avi,24029,16.0193,1.125,4.795,942.513,14.913,,AD,Passing,
PEEI01_1811,Cheilodactylidae,Nemadactylus,valenciennesi,1,749.375,37377004,PEEI01_L.avi,24034,16.0227,9.707,1.38,2237.789,23.782,,AD,Passing,
PEEI01_1811,Labridae,Achoerodus,gouldii,1,533.195,37384002,PEEI01_L.avi,26430,17.62,3.756,2.476,1507.067,24.475,,AD,Passing,
PEEI01_1811,Aulopidae,Latropiscis,purpurissatus,1,371.297,37117001,PEEI01_L.avi,30882,20.588,3.176,3.397,1429.516,24.028,,AD,Passing,
PEEI01_1811,Mullidae,Upeneichthys,vlamingii,1,234.868,37355029,PEEI01_L.avi,31698,21.132,5.143,3.299,1826.898,30.368,,AD,Passing,
PEEI01_1811,Carangidae,Pseudocaranx,sp,1,450.001,37337924,PEEI01_L.avi,33732,22.488,4.161,1.176,1867.536,21.632,,AD,Passing,
PEEI01_1811,Carangidae,Pseudocaranx,sp,1,444.583,37337924,PEEI01_L.avi,33738,22.492,3.615,4.007,1391.61,24.877,,AD,Passing,
PEEI01_1811,Mullidae,Upeneichthys,vlamingii,1,184.725,37355029,PEEI01_L.avi,53355,35.57,13.077,2.394,3240.619,6.921,,AD,Passing,
PEEI01_1811,Monacanthidae,Meuschenia,galii,1,248.681,37465040,PEEI01_L.avi,61849,41.2327,2.1,2.226,1350.016,18.88,,AD,Passing,
PEEI01_1811,Monacanthidae,Meuschenia,galii,1,260.788,37465040,PEEI01_L.avi,61878,41.252,6.25,5.176,2170.303,23.914,,AD,Passing,
PEEI01_1811,Myliobatidae,Myliobatis,tenuicaudatus,1,983.933,37039001,PEEI01_L.avi,86179,57.4527,17.714,20.672,4936.367,10.346,,AD,Passing,
PEEI01_1811,Sillaginidae,Sillaginodes,punctatus,1,495.168,37330001,PEEI01_L.avi,87922,58.6147,8.622,1.491,2153.633,27.78,,AD,Passing,
PEEI02_1811,Labridae,Austrolabrus,maculatus,1,126.689,37384025,PEEI02_L.avi,15087,10.058,1.74,7.069,1377.386,30.188,,AD,Passing,
PEEI02_1811,Monacanthidae,Acanthaluteres,vittiger,1,220.011,37465002,PEEI02_L.avi,15421,10.2807,0.88,15.441,1208.138,5.052,,AD,Passing,
PEEI02_1811,Monacanthidae,Meuschenia,galii,1,288.563,37465040,PEEI02_L.avi,18033,12.022,7.342,15.838,2033.342,25.125,,AD,Passing,
PEEI02_1811,Labridae,Notolabrus,parilus,1,264.973,37384022,PEEI02_L.avi,22004,14.6693,1.17,0.877,1446.432,15.93,,AD,Passing,
PEEI02_1811,Labridae,Notolabrus,parilus,1,278.383,37384022,PEEI02_L.avi,22004,14.6693,2.412,8.737,1693.132,15.198,,AD,Passing,
PEEI02_1811,Monacanthidae,Meuschenia,flavolineata,1,220.271,37465035,PEEI02_L.avi,33676,22.4507,11.041,14.526,2573.905,28.194,,AD,Passing,
PEEI02_1811,Carangidae,Pseudocaranx,sp,1,301.784,37337924,PEEI02_L.avi,35745,23.83,3.764,7.469,1574.122,25.1,,AD,Passing,
PEEI02_1811,Carangidae,Pseudocaranx,sp,1,306.664,37337924,PEEI02_L.avi,35745,23.83,3.061,17.586,1852.086,25.879,,AD,Passing,
PEEI02_1811,Kyphosidae,Girella,zebra,1,404.611,37361008,PEEI02_L.avi,38358,25.572,15.404,20.797,5417.42,12.704,,AD,Passing,
PEEI02_1811,Labridae,Pictilabrus,laticlavius,1,225.774,37384020,PEEI02_L.avi,39352,26.2347,7.521,12.717,2781.432,26.169,,AD,Passing,
PEEI02_1811,Serranidae,Caesioperca,rasor,1,113.185,37311003,PEEI02_L.avi,40055,26.7033,7.582,15.817,2249.606,26.975,,AD,Passing,
PEEI02_1811,Serranidae,Caesioperca,rasor,1,127.252,37311003,PEEI02_L.avi,40055,26.7033,3.959,10.349,1925.654,22.698,,AD,Passing,
PEEI02_1811,Serranidae,Caesioperca,rasor,1,109.524,37311003,PEEI02_L.avi,40055,26.7033,3.421,16.517,1949.352,26.828,,AD,Passing,
PEEI02_1811,Monacanthidae,Meuschenia,hippocrepis,1,334.825,37465004,PEEI02_L.avi,40546,27.0307,4.272,3.783,2431.841,20.276,,AD,Passing,
PEEI02_1811,Monacanthidae,Meuschenia,hippocrepis,1,338.344,37465004,PEEI02_L.avi,40552,27.0347,0.789,14.715,928.258,6.28,,AD,Passing,
PEEI02_1811,Monacanthidae,Meuschenia,hippocrepis,1,365.361,37465004,PEEI02_L.avi,40561,27.0407,3.68,3.705,1999.104,18.391,,AD,Passing,
PEEI02_1811,Mullidae,Upeneichthys,vlamingii,1,245.927,37355029,PEEI02_L.avi,47986,31.9907,1.946,2.296,2240.881,4.996,,AD,Passing,
PEEI02_1811,Tetraodontidae,Omegophora,cyanopunctata,1,201.313,37467048,PEEI02_L.avi,57324,38.216,9.506,11.684,2374.25,31.113,,AD,Passing,
PEEI02_1811,Carangidae,Seriola,hippos,1,879.556,37337007,PEEI02_L.avi,78733,52.4887,9.182,36.414,3928.525,12.484,,J,Passing,
PEEI02_1811,Labridae,Notolabrus,tetricus,1,298.367,37384003,PEEI02_L.avi,84513,56.342,4.706,46.473,1872.452,10.095,,AD,Passing,
PEEI02_1811,Labridae,Notolabrus,tetricus,1,301.535,37384003,PEEI02_L.avi,84513,56.342,1.825,22.235,2047.663,9.026,,AD,Passing,
PEEI02_1811,Labridae,Notolabrus,tetricus,1,298.607,37384003,PEEI02_L.avi,84523,56.3487,1.752,41.992,1206.879,16.616,,AD,Passing,
PEEI02_1811,Berycidae,Centroberyx,lineatus,1,189.741,37258005,PEEI02_L.avi,88834,59.2227,2.126,8.855,2367.282,6.327,,AD,Passing,
PEEI02_1811,Berycidae,Centroberyx,lineatus,1,192.324,37258005,PEEI02_L.avi,88834,59.2227,1.893,4.404,2237.309,4.085,,AD,Passing,
PEEI02_1811,Berycidae,Centroberyx,lineatus,1,226.702,37258005,PEEI02_L.avi,88834,59.2227,12.092,14.026,2454.971,12.874,,AD,Passing,
PEEI02_1811,Berycidae,Centroberyx,lineatus,1,174.711,37258005,PEEI02_L.avi,88834,59.2227,11.652,19.87,2599.504,29.503,,AD,Passing,
PEEI02_1811,Berycidae,Centroberyx,lineatus,1,122.407,37258005,PEEI02_L.avi,88834,59.2227,4.694,12.991,2279.313,25.357,,AD,Passing,
PEEI02_1811,Cheilodactylidae,Nemadactylus,valenciennesi,1,287.381,37377004,PEEI02_L.avi,89958,59.972,1.29,5.996,1433.245,18.518,,AD,Passing,
PEEI03_1811,Mullidae,Upeneichthys,vlamingii,1,181.369,37355029,PEEI03_L.avi,8372,5.5813,4.65,4.801,2201.046,28.201,,AD,Passing,
PEEI03_1811,Mullidae,Upeneichthys,vlamingii,1,234.96,37355029,PEEI03_L.avi,8372,5.5813,9.907,7.291,2973.048,1.981,,AD,Passing,
PEEI03_1811,Mullidae,Upeneichthys,vlamingii,1,195.033,37355029,PEEI03_L.avi,8372,5.5813,7.318,6.381,2862.177,9.47,,AD,Passing,
PEEI03_1811,Mullidae,Upeneichthys,vlamingii,1,214.323,37355029,PEEI03_L.avi,8372,5.5813,9.413,10.761,2822.59,10.705,,AD,Passing,
PEEI03_1811,Labridae,Achoerodus,gouldii,1,395.714,37384002,PEEI03_L.avi,9652,6.4347,3.292,2.76,1985.197,20.947,,AD,Passing,
PEEI03_1811,Monacanthidae,Meuschenia,hippocrepis,1,378.127,37465004,PEEI03_L.avi,10216,6.8107,1.066,3.899,1315.556,6.898,,AD,Passing,
PEEI03_1811,Monacanthidae,Meuschenia,hippocrepis,1,341.074,37465004,PEEI03_L.avi,10229,6.8193,5.472,4.785,1731.846,18.687,,AD,Passing,
PEEI03_1811,Monacanthidae,Meuschenia,flavolineata,1,305.703,37465035,PEEI03_L.avi,10248,6.832,6.83,2.356,3200.876,20.864,,AD,Passing,
PEEI03_1811,Monacanthidae,Meuschenia,hippocrepis,1,270.156,37465004,PEEI03_L.avi,10266,6.844,5.471,5.369,2018.956,27.639,,AD,Passing,
PEEI03_1811,Monacanthidae,Meuschenia,hippocrepis,1,312.803,37465004,PEEI03_L.avi,10266,6.844,2.885,3.143,1858.369,23.905,,AD,Passing,
PEEI03_1811,Monacanthidae,Meuschenia,hippocrepis,1,372.085,37465004,PEEI03_L.avi,10287,6.858,1.027,2.55,1097.138,19.816,,AD,Passing,
PEEI03_1811,Labridae,Pictilabrus,laticlavius,1,213.475,37384020,PEEI03_L.avi,13936,9.2907,2.841,3.439,1988.236,20.01,,M,Passing,
PEEI03_1811,Labridae,Pictilabrus,laticlavius,1,209.969,37384020,PEEI03_L.avi,16294,10.8627,5.264,6.786,2620.151,12.329,,AD,Passing,
PEEI03_1811,Labridae,Notolabrus,tetricus,1,329.583,37384003,PEEI03_L.avi,17663,11.7753,15.572,6.639,2949.508,22.832,,AD,Passing,
PEEI03_1811,Labridae,Notolabrus,tetricus,1,409.551,37384003,PEEI03_L.avi,17703,11.802,7.886,15.192,3165.3,11.255,,AD,Passing,
PEEI03_1811,Labridae,Notolabrus,tetricus,1,200.899,37384003,PEEI03_L.avi,17723,11.8153,1.218,2.873,1217.184,16.706,,AD,Passing,
PEEI03_1811,Labridae,Austrolabrus,maculatus,1,127.295,37384025,PEEI03_L.avi,19342,12.8947,5.3,10.026,2127.698,8.447,,AD,Passing,
PEEI03_1811,Labridae,Notolabrus,parilus,1,289.904,37384022,PEEI03_L.avi,27498,18.332,3.122,2.942,2067.734,9.28,,AD,Passing,
PEEI03_1811,Monacanthidae,Acanthaluteres,vittiger,1,202.252,37465002,PEEI03_L.avi,29163,19.442,16.116,2.692,3489.552,11.278,,AD,Passing,
PEEI03_1811,Labridae,Heteroscarus,acroptilus,1,188.273,37385010,PEEI03_L.avi,32017,21.3447,4.358,13.705,2253.467,20.68,,AD,Passing,
PEEI03_1811,Tetraodontidae,Omegophora,cyanopunctata,1,175.073,37467048,PEEI03_L.avi,71999,47.9993,2.011,4.722,1402.699,29.242,,AD,Passing,
PEEI03_1811,Serranidae,Caesioperca,rasor,1,250.675,37311003,PEEI03_L.avi,84544,56.3627,7.966,9.305,3114.191,2.487,,AD,Passing,
PEEI03_1811,Carangidae,Pseudocaranx,sp,1,420.823,37337924,PEEI03_L.avi,90361,60.2407,9.067,8.627,2611.654,21.494,,AD,Passing,
PEEI04_1811,Labridae,Heteroscarus,acroptilus,1,188.827,37385010,PEEI04_L.avi,5234,3.4893,1.162,0.924,1080.396,25.005,,AD,Passing,
PEEI04_1811,Monacanthidae,Meuschenia,hippocrepis,1,322.315,37465004,PEEI04_L.avi,6827,4.5513,1.287,0.16,1076.574,9.367,,AD,Passing,
PEEI04_1811,Monacanthidae,Meuschenia,hippocrepis,1,389.497,37465004,PEEI04_L.avi,6827,4.5513,5.193,3.313,2036.572,15.5,,AD,Passing,
PEEI04_1811,Monacanthidae,Meuschenia,hippocrepis,1,275.191,37465004,PEEI04_L.avi,6839,4.5593,1.122,3.873,1174.78,15.235,,AD,Passing,
PEEI04_1811,Monacanthidae,Meuschenia,hippocrepis,1,246.585,37465004,PEEI04_L.avi,6852,4.568,1.161,4.229,1372.106,13.009,,AD,Passing,
PEEI04_1811,Monacanthidae,Meuschenia,galii,1,230.097,37465040,PEEI04_L.avi,8534,5.6893,0.951,1.017,790.771,14.549,,AD,Passing,
PEEI04_1811,Labridae,Notolabrus,parilus,1,360.437,37384022,PEEI04_L.avi,12237,8.158,2.101,1.43,1630.242,28.707,,AD,Passing,
PEEI04_1811,Labridae,Pictilabrus,laticlavius,1,181.068,37384020,PEEI04_L.avi,18088,12.0587,4.696,2.205,2214.163,18.038,,AD,Passing,
PEEI04_1811,Gerreidae,Parequula,melbournensis,1,170.206,37349001,PEEI04_L.avi,20616,13.744,1.978,4.612,2632.883,18.43,,AD,Passing,
PEEI04_1811,Serranidae,Caesioperca,rasor,1,221.208,37311003,PEEI04_L.avi,21218,14.1453,3.602,4.758,1623.635,26.335,,AD,Passing,
PEEI04_1811,Berycidae,Centroberyx,lineatus,1,233.037,37258005,PEEI04_L.avi,22692,15.128,4.262,2.936,2248.849,20.177,,AD,Passing,
PEEI04_1811,Carangidae,Pseudocaranx,sp,1,208.826,37337924,PEEI04_L.avi,26198,17.4653,4.655,9.661,1581.797,12.303,,AD,Passing,
PEEI04_1811,Carangidae,Pseudocaranx,sp,1,207.095,37337924,PEEI04_L.avi,26198,17.4653,5.124,6.288,1663.198,21.293,,AD,Passing,
PEEI04_1811,Carangidae,Pseudocaranx,sp,1,267.63,37337924,PEEI04_L.avi,26201,17.4673,5.073,1.222,3204.392,14.478,,AD,Passing,
PEEI04_1811,Carangidae,Pseudocaranx,sp,1,200.794,37337924,PEEI04_L.avi,26217,17.478,2.373,3.933,1162.325,27.449,,AD,Passing,
PEEI04_1811,Tetraodontidae,Omegophora,armilla,1,109.362,37467002,PEEI04_L.avi,53043,35.362,4.382,1.294,1796.969,22.823,,AD,Passing,
PEEI04_1811,Labridae,Notolabrus,tetricus,1,248.747,37384003,PEEI04_L.avi,58478,38.9853,4.134,2.366,2510.824,22.862,,AD,Passing,
PEEI04_1811,Labridae,Notolabrus,tetricus,1,314.871,37384003,PEEI04_L.avi,58500,39,4.852,4.297,2936.111,17.759,,AD,Passing,
PEEI04_1811,Labridae,Notolabrus,tetricus,1,307.497,37384003,PEEI04_L.avi,58500,39,4.665,7.775,1662.398,22.88,,AD,Passing,
PEEI04_1811,Labridae,Notolabrus,tetricus,1,257.158,37384003,PEEI04_L.avi,58508,39.0053,2.93,6.792,1369.884,22.142,,AD,Passing,
PEEI04_1811,Heterodontidae,Heterodontus,portusjacksoni,1,628.652,37007001,PEEI04_L.avi,66430,44.2867,1.313,4.76,1260.738,20.734,,AD,Passing,
PENI01_1811,Monacanthidae,Meuschenia,flavolineata,1,285.088,37465035,PENI01_L.avi,11055,7.37,2.276,4.312,1836.177,21.042,,AD,Passing,
PENI01_1811,Carangidae,Pseudocaranx,sp,1,439.523,37337924,PENI01_L.avi,23664,15.776,2.365,4.792,1659.699,11.347,,AD,Passing,
PENI01_1811,Carangidae,Pseudocaranx,sp,1,424.323,37337924,PENI01_L.avi,23664,15.776,2.635,8.371,1568.66,6.588,,AD,Passing,
PENI01_1811,Carangidae,Pseudocaranx,sp,1,335.463,37337924,PENI01_L.avi,23664,15.776,4.093,4.254,1501.661,25.243,,AD,Passing,
PENI01_1811,Monacanthidae,Meuschenia,hippocrepis,1,240.728,37465004,PENI01_L.avi,26092,17.3947,1.996,5.994,1791.415,5.148,,AD,Passing,
PENI01_1811,Monacanthidae,Meuschenia,hippocrepis,1,267.128,37465004,PENI01_L.avi,26092,17.3947,1.782,3.592,1191.241,22.368,,AD,Passing,
PENI01_1811,Monacanthidae,Meuschenia,hippocrepis,1,276.988,37465004,PENI01_L.avi,26092,17.3947,0.557,1.914,649.591,4.495,,AD,Passing,
PENI01_1811,Monacanthidae,Meuschenia,hippocrepis,1,240.362,37465004,PENI01_L.avi,26093,17.3953,1.603,6.406,1311.938,16.211,,AD,Passing,
PENI01_1811,Monacanthidae,Meuschenia,hippocrepis,1,369.105,37465004,PENI01_L.avi,26095,17.3967,1.074,8.642,1105.089,28.542,,AD,Passing,
PENI01_1811,Monacanthidae,Meuschenia,hippocrepis,1,390.138,37465004,PENI01_L.avi,26101,17.4007,7.071,5.733,2289.216,21.707,,AD,Passing,
PENI01_1811,Labridae,Achoerodus,gouldii,1,501.044,37384002,PENI01_L.avi,33181,22.1207,12.328,8.07,2846.598,7.671,,AD,Passing,
PENI01_1811,Labridae,Achoerodus,gouldii,1,490.911,37384002,PENI01_L.avi,33204,22.136,5.546,8.074,2446.867,15.232,,AD,Passing,
PENI01_1811,Labridae,Coris,auricularis,1,291.273,37384088,PENI01_L.avi,40289,26.8593,6.228,6.809,2874.699,13.112,,AD,Passing,
PENI01_1811,Labridae,Ophthalmolepis,lineolatus,1,325.113,37384040,PENI01_L.avi,40694,27.1293,4.529,3.103,2273.511,20.535,,AD,Passing,
PENI01_1811,Labridae,Ophthalmolepis,lineolatus,1,247.646,37384040,PENI01_L.avi,40705,27.1367,4.709,7.478,2515.984,26.058,,AD,Passing,
PENI01_1811,Labridae,Pictilabrus,laticlavius,1,221.641,37384020,PENI01_L.avi,47803,31.8687,4.199,5.38,1674.401,22.092,,AD,Passing,
PENI01_1811,Labridae,Pictilabrus,laticlavius,1,192.131,37384020,PENI01_L.avi,47803,31.8687,2.02,6.33,1558.919,18.668,,AD,Passing,
PENI01_1811,Labridae,Pictilabrus,laticlavius,1,253.078,37384020,PENI01_L.avi,47803,31.8687,6.644,8.6,1939.283,19.989,,AD,Passing,
PENI01_1811,Gerreidae,Parequula,melbournensis,1,155.733,37349001,PENI01_L.avi,58184,38.7893,5.236,4.923,1885.402,13.795,,AD,Passing,
PENI01_1811,Gerreidae,Parequula,melbournensis,1,173.947,37349001,PENI01_L.avi,58267,38.8447,3.066,4.437,1602.645,9.498,,AD,Passing,
PENI01_1811,Serranidae,Caesioperca,rasor,1,112.774,37311003,PENI01_L.avi,59405,39.6033,5.384,3.873,1762.252,21.34,,AD,Passing,
PENI01_1811,Serranidae,Caesioperca,rasor,1,120.757,37311003,PENI01_L.avi,59425,39.6167,3.069,5.996,1768.52,18.159,,AD,Passing,
PENI01_1811,Serranidae,Caesioperca,rasor,1,105.411,37311003,PENI01_L.avi,59470,39.6467,5.199,5.107,2216.588,21.93,,AD,Passing,
PENI01_1811,Labridae,Notolabrus,parilus,1,294.409,37384022,PENI01_L.avi,60132,40.088,2.316,8.775,2131.279,4.579,,AD,Passing,
PENI01_1811,Labridae,Olisthops,cyanomelas,1,289.783,37385001,PENI01_L.avi,63919,42.6127,10.004,16.252,4366.071,8.779,,AD,Passing,
PENI01_1811,Labridae,Olisthops,cyanomelas,1,373.354,37385001,PENI01_L.avi,63919,42.6127,26.397,12.257,5109.881,20.965,,AD,Passing,
PENI01_1811,Cheilodactylidae,Cheilodactylus,nigripes,1,276.368,37377001,PENI01_L.avi,85608,57.072,2.795,9.604,2196.577,13.688,,AD,Passing,
PENI01_1811,Cheilodactylidae,Cheilodactylus,nigripes,1,308.084,37377001,PENI01_L.avi,85608,57.072,2.887,8.429,1937.132,23.112,,AD,Passing,
PENI01_1811,Labridae,Notolabrus,tetricus,1,280.672,37384003,PENI01_L.avi,89200,59.4667,9.456,22.686,4504.154,7.327,,AD,Passing,
PENI01_1811,Labridae,Notolabrus,tetricus,1,176.946,37384003,PENI01_L.avi,89200,59.4667,5.19,7.224,1686.492,20.618,,AD,Passing,
PENI01_1811,Labridae,Notolabrus,tetricus,1,324.888,37384003,PENI01_L.avi,89200,59.4667,17.566,24.174,3482.446,23.491,,AD,Passing,
PENI01_1811,Labridae,Notolabrus,tetricus,1,221.781,37384003,PENI01_L.avi,89228,59.4853,18.96,15.758,3729.679,6.891,,AD,Passing,
PENI01_1811,Mullidae,Upeneichthys,vlamingii,1,263.417,37355029,PENI01_L.avi,92744,61.8293,4.666,4.053,1624.308,18.984,,AD,Passing,
PENI02_1811,Monacanthidae,Meuschenia,flavolineata,1,245.667,37465035,PENI02_L.avi,13337,8.8913,13.06,2.766,3190.412,3.339,,AD,Passing,
PENI02_1811,Mullidae,Upeneichthys,vlamingii,1,250.207,37355029,PENI02_L.avi,13390,8.9267,4.366,1.008,1784.833,28.864,,AD,Passing,
PENI02_1811,Serranidae,Caesioperca,rasor,1,198.258,37311003,PENI02_L.avi,14707,9.8047,3.323,2.168,2042.639,24.047,,AD,Passing,
PENI02_1811,Monacanthidae,Meuschenia,galii,1,274.257,37465040,PENI02_L.avi,17034,11.356,3.772,2.31,2356.744,17.872,,AD,Passing,
PENI02_1811,Monacanthidae,Meuschenia,hippocrepis,1,294.209,37465004,PENI02_L.avi,22873,15.2487,2.514,3.727,1375.558,20.908,,AD,Passing,
PENI02_1811,Monacanthidae,Meuschenia,hippocrepis,1,354.504,37465004,PENI02_L.avi,22873,15.2487,2.416,4.582,1425.8,20.472,,AD,Passing,
PENI02_1811,Monacanthidae,Meuschenia,hippocrepis,1,342.894,37465004,PENI02_L.avi,22873,15.2487,4.142,1.946,1822.001,10.458,,AD,Passing,
PENI02_1811,Monacanthidae,Meuschenia,hippocrepis,1,335.745,37465004,PENI02_L.avi,22889,15.2593,0.921,3.778,1113.378,7.28,,AD,Passing,
PENI02_1811,Monacanthidae,Meuschenia,hippocrepis,1,350.234,37465004,PENI02_L.avi,22889,15.2593,4.347,1.867,1758.579,11.175,,AD,Passing,
PENI02_1811,Labridae,Pictilabrus,laticlavius,1,198.525,37384020,PENI02_L.avi,25855,17.2367,2.465,3.05,1979.037,10.903,,AD,Passing,
PENI02_1811,Labridae,Ophthalmolepis,lineolatus,1,306.954,37384040,PENI02_L.avi,27147,18.098,4.805,2.473,1809.967,28.786,,AD,Passing,
PENI02_1811,Cheilodactylidae,Nemadactylus,valenciennesi,1,468.177,37377004,PENI02_L.avi,28261,18.8407,33.054,7.815,4555.684,21.369,,AD,Passing,
PENI02_1811,Labridae,Olisthops,cyanomelas,1,341.719,37385001,PENI02_L.avi,30231,20.154,18.214,5.251,3748.123,23.917,,AD,Passing,
PENI02_1811,Berycidae,Centroberyx,gerrardi,1,377.763,37258004,PENI02_L.avi,33709,22.4727,2.964,4.195,1422.028,5.04,,AD,Passing,
PENI02_1811,Monacanthidae,Acanthaluteres,brownii,1,408.419,37465001,PENI02_L.avi,33886,22.5907,10.753,4.047,3130.501,24.768,,AD,Passing,
PENI02_1811,Cheilodactylidae,Cheilodactylus,nigripes,1,300.971,37377001,PENI02_L.avi,37602,25.068,41.84,9.262,5319.041,23.046,,AD,Passing,
PENI02_1811,Cheilodactylidae,Cheilodactylus,nigripes,1,295.523,37377001,PENI02_L.avi,37621,25.0807,4.512,1.294,1952.496,28.699,,AD,Passing,
PENI02_1811,Labridae,Notolabrus,tetricus,1,258.186,37384003,PENI02_L.avi,41910,27.94,9.673,3.486,2531.224,27.164,,AD,Passing,
PENI02_1811,Labridae,Notolabrus,tetricus,1,283.329,37384003,PENI02_L.avi,41912,27.9413,11.503,4.85,4210.619,2.837,,AD,Passing,
PENI02_1811,Labridae,Notolabrus,tetricus,1,271.002,37384003,PENI02_L.avi,41912,27.9413,17.257,8.552,3097.118,18.122,,AD,Passing,
PENI02_1811,Labridae,Notolabrus,tetricus,1,228.828,37384003,PENI02_L.avi,41917,27.9447,21.11,8.282,4422.151,12.122,,AD,Passing,
PENI02_1811,Labridae,Notolabrus,tetricus,1,252.907,37384003,PENI02_L.avi,41917,27.9447,14.709,5.085,3205.962,9.791,,AD,Passing,
PENI02_1811,Labridae,Notolabrus,tetricus,1,327.484,37384003,PENI02_L.avi,42161,28.1073,0.8,2.521,868.101,16.243,,AD,Passing,
PENI02_1811,Labridae,Notolabrus,parilus,1,268.353,37384022,PENI02_L.avi,49075,32.7167,5.465,4.398,1727.883,25.761,,AD,Passing,
PENI02_1811,Gerreidae,Parequula,melbournensis,1,169.435,37349001,PENI02_L.avi,53783,35.8553,3.45,1.369,1971.529,29.779,,AD,Passing,
PENI02_1811,Carangidae,Pseudocaranx,sp,1,406.725,37337924,PENI02_L.avi,54106,36.0707,11.824,2.237,4061.292,10.365,,AD,Passing,
PENI02_1811,Carangidae,Pseudocaranx,sp,1,420.7,37337924,PENI02_L.avi,54106,36.0707,21.85,10.88,5052.944,16.897,,AD,Passing,
PENI02_1811,Berycidae,Centroberyx,lineatus,1,182.21,37258005,PENI02_L.avi,74444,49.6293,11.714,5.692,3532.693,3.744,,AD,Passing,
PENI02_1811,Berycidae,Centroberyx,lineatus,1,192.749,37258005,PENI02_L.avi,74444,49.6293,13.671,9.46,3408.902,6.589,,AD,Passing,
PENI02_1811,Tetraodontidae,Omegophora,armilla,1,166.801,37467002,PENI02_L.avi,84096,56.064,7.03,6.548,2772.194,26.811,,AD,Passing,
PENI02_1811,Labridae,Achoerodus,gouldii,1,416.497,37384002,PENI02_L.avi,97764,65.176,7.933,7.906,4066.388,11.078,,AD,Passing,
PENI02_1811,Labridae,Achoerodus,gouldii,1,517.185,37384002,PENI02_L.avi,97779,65.186,12.714,4.301,3903.59,15.363,,AD,Passing,
PESI02_1811,Kyphosidae,Girella,zebra,1,341.355,37361008,PESI02_L.avi,14676,9.784,4.81,9.882,2086.51,28.84,,AD,Passing,
PESI02_1811,Labridae,Achoerodus,gouldii,1,607.742,37384002,PESI02_L.avi,14709,9.806,4.478,5.702,1872.113,16.962,,AD,Passing,
PESI02_1811,Labridae,Achoerodus,gouldii,1,539.58,37384002,PESI02_L.avi,14729,9.8193,4.228,0.725,2576.637,19.787,,AD,Passing,
PESI02_1811,Monacanthidae,Meuschenia,venusta,1,165.809,37465060,PESI02_L.avi,15328,10.2187,3.509,1.261,1626.342,30.684,,AD,Passing,
PESI02_1811,Monacanthidae,Meuschenia,flavolineata,1,249.482,37465035,PESI02_L.avi,19144,12.7627,2.09,3.493,1265.461,17.954,,AD,Passing,
PESI02_1811,Serranidae,Caesioperca,rasor,1,96.021,37311003,PESI02_L.avi,19792,13.1947,2.664,1.861,1589.613,27.639,,AD,Passing,
