Camera Details

Generated: Thursday 02 November 2023 13:59:30

OpCode	TapeReader	Depth	Comment	Latitude	Longitude	Date	Time	MPAStatus	Site	Year	Spare	Camera	Index	Descriptor	Image rows	Image columns	Focal length (mm)	x pixel size (mm)	y pixel size (mm)	X mm	Y mm	Z mm	Omega (degrees)	Phi (degrees)	Kappa (degrees)
DB_111	Scott Gray	62	Lights	-38.3662986	141.3214757	11/03/2023	14:07	No Take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.95194	0.002850	0.002850	-301.809	0.000	0.000	-0.265	-5.459	-0.618
DB_111	Scott Gray	62	Lights	-38.3662986	141.3214757	11/03/2023	14:07	No Take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92723	0.002850	0.002850	301.809	0.000	0.000	0.265	3.653	1.159
DB_120	Scott Gray	135	Lights	-38.494475	141.2543514	10/03/2023	13:09	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93724	0.002850	0.002850	-301.315	0.000	0.000	-0.350	-5.688	0.030
DB_120	Scott Gray	135	Lights	-38.494475	141.2543514	10/03/2023	13:09	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94413	0.002850	0.002850	301.315	0.000	0.000	0.350	4.632	1.002
DB_121	Scott Gray	145	Lights	-38.5076375	141.2505691	10/03/2023	13:16	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94203	0.002850	0.002850	-301.099	0.000	0.000	-0.443	-5.031	-0.006
DB_121	Scott Gray	145	Lights	-38.5076375	141.2505691	10/03/2023	13:16	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94233	0.002850	0.002850	301.099	0.000	0.000	0.443	5.494	1.039
DB_122	Scott Gray	97	Lights	-38.5001211	141.3063263	10/03/2023	13:48	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93784	0.002850	0.002850	-301.314	0.000	0.000	0.152	-5.233	-1.079
DB_122	Scott Gray	97	Lights	-38.5001211	141.3063263	10/03/2023	13:48	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94075	0.002850	0.002850	301.314	0.000	0.000	-0.152	4.875	0.075
DB_129	Scott Gray	92	Lights	-38.4846365	141.3284942	10/03/2023	16:04	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94101	0.002850	0.002850	-301.726	0.000	0.000	0.191	-5.518	1.334
DB_129	Scott Gray	92	Lights	-38.4846365	141.3284942	10/03/2023	16:04	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94017	0.002850	0.002850	301.726	0.000	0.000	-0.191	4.166	1.310
DB_130	Scott Gray	100	Lights	-38.4796383	141.3163577	10/03/2023	15:59	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.95194	0.002850	0.002850	-301.809	0.000	0.000	-0.265	-5.459	-0.618
DB_130	Scott Gray	100	Lights	-38.4796383	141.3163577	10/03/2023	15:59	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92723	0.002850	0.002850	301.809	0.000	0.000	0.265	3.653	1.159
DB_131	Scott Gray	102	Lights	-38.4954559	141.3208857	10/03/2023	15:49	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93492	0.002850	0.002850	-300.711	0.000	0.000	0.238	-5.123	0.866
DB_131	Scott Gray	102	Lights	-38.4954559	141.3208857	10/03/2023	15:49	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93797	0.002850	0.002850	300.711	0.000	0.000	-0.238	5.260	0.601
DB_132	Scott Gray	96	Lights	-38.4897593	141.3093792	10/03/2023	15:54	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93784	0.002850	0.002850	-301.314	0.000	0.000	0.152	-5.233	-1.079
DB_132	Scott Gray	96	Lights	-38.4897593	141.3093792	10/03/2023	15:54	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94075	0.002850	0.002850	301.314	0.000	0.000	-0.152	4.875	0.075
DB_133	Scott Gray	123	Lights	-38.5010991	141.2630493	10/03/2023	13:31	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94101	0.002850	0.002850	-301.726	0.000	0.000	0.191	-5.518	1.334
DB_133	Scott Gray	123	Lights	-38.5010991	141.2630493	10/03/2023	13:31	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94017	0.002850	0.002850	301.726	0.000	0.000	-0.191	4.166	1.310
DB_134	Scott Gray	107	No lights	-38.5083872	141.3157033	10/03/2023	13:53	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93492	0.002850	0.002850	-300.711	0.000	0.000	0.238	-5.123	0.866
DB_134	Scott Gray	107	No lights	-38.5083872	141.3157033	10/03/2023	13:53	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93797	0.002850	0.002850	300.711	0.000	0.000	-0.238	5.260	0.601
DB_135	Scott Gray	120	Lights	-38.4903488	141.2650091	10/03/2023	13:37	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.95194	0.002850	0.002850	-301.809	0.000	0.000	-0.265	-5.459	-0.618
DB_135	Scott Gray	120	Lights	-38.4903488	141.2650091	10/03/2023	13:37	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92723	0.002850	0.002850	301.809	0.000	0.000	0.265	3.653	1.159
DB_136	Scott Gray	121	Lights	-38.5125604	141.2644376	10/03/2023	13:25	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93818	0.002850	0.002850	-301.032	0.000	0.000	0.022	-5.604	0.516
DB_136	Scott Gray	121	Lights	-38.5125604	141.2644376	10/03/2023	13:25	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93470	0.002850	0.002850	301.032	0.000	0.000	-0.022	4.328	0.625
DB_137	Scott Gray	123	Lights	-38.5164773	141.2574488	10/03/2023	13:21	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93900	0.002850	0.002850	-301.452	0.000	0.000	0.206	-5.049	2.153
DB_137	Scott Gray	123	Lights	-38.5164773	141.2574488	10/03/2023	13:21	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94802	0.002850	0.002850	301.452	0.000	0.000	-0.206	4.972	0.005
DB_141	Scott Gray	150	Lights	-38.4852537	141.2231854	10/03/2023	11:01	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94094	0.002850	0.002850	-301.465	0.000	0.000	-0.224	-6.112	-0.468
DB_141	Scott Gray	150	Lights	-38.4852537	141.2231854	10/03/2023	11:01	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93341	0.002850	0.002850	301.465	0.000	0.000	0.224	3.830	-0.498
DB_142	Scott Gray	146	Lights	-38.4731797	141.2205019	10/03/2023	10:51	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94203	0.002850	0.002850	-301.099	0.000	0.000	-0.443	-5.031	-0.006
DB_142	Scott Gray	146	Lights	-38.4731797	141.2205019	10/03/2023	10:51	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94233	0.002850	0.002850	301.099	0.000	0.000	0.443	5.494	1.039
DB_143	Scott Gray	149	Lights	-38.4811393	141.217137	10/03/2023	10:57	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93724	0.002850	0.002850	-301.315	0.000	0.000	-0.350	-5.688	0.030
DB_143	Scott Gray	149	Lights	-38.4811393	141.217137	10/03/2023	10:57	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94413	0.002850	0.002850	301.315	0.000	0.000	0.350	4.632	1.002
DB_144	Scott Gray	146	Lights	-38.4800265	141.241308	10/03/2023	12:51	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92366	0.002850	0.002850	-301.547	0.000	0.000	-0.323	-4.828	0.928
DB_144	Scott Gray	146	Lights	-38.4800265	141.241308	10/03/2023	12:51	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94154	0.002850	0.002850	301.547	0.000	0.000	0.323	4.507	0.998
DB_145	Scott Gray	150	Lights	-38.4872829	141.2393837	10/03/2023	13:01	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94094	0.002850	0.002850	-301.465	0.000	0.000	-0.224	-6.112	-0.468
DB_145	Scott Gray	150	Lights	-38.4872829	141.2393837	10/03/2023	13:01	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93341	0.002850	0.002850	301.465	0.000	0.000	0.224	3.830	-0.498
DB_146	Scott Gray	149	Lights	-38.4805982	141.2315801	10/03/2023	11:07	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92366	0.002850	0.002850	-301.547	0.000	0.000	-0.323	-4.828	0.928
DB_146	Scott Gray	149	Lights	-38.4805982	141.2315801	10/03/2023	11:07	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94154	0.002850	0.002850	301.547	0.000	0.000	0.323	4.507	0.998
DB_147	Scott Gray	121	Lights	-38.4676907	141.2630346	10/03/2023	10:11	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93492	0.002850	0.002850	-300.711	0.000	0.000	0.238	-5.123	0.866
DB_147	Scott Gray	121	Lights	-38.4676907	141.2630346	10/03/2023	10:11	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93797	0.002850	0.002850	300.711	0.000	0.000	-0.238	5.260	0.601
DB_148	Scott Gray	136	Lights	-38.4604934	141.2449968	10/03/2023	10:41	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93900	0.002850	0.002850	-301.452	0.000	0.000	0.206	-5.049	2.153
DB_148	Scott Gray	136	Lights	-38.4604934	141.2449968	10/03/2023	10:41	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94802	0.002850	0.002850	301.452	0.000	0.000	-0.206	4.972	0.005
DB_149	Scott Gray	126	Lights	-38.4544599	141.2602022	10/03/2023	10:24	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.95194	0.002850	0.002850	-301.809	0.000	0.000	-0.265	-5.459	-0.618
DB_149	Scott Gray	126	Lights	-38.4544599	141.2602022	10/03/2023	10:24	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92723	0.002850	0.002850	301.809	0.000	0.000	0.265	3.653	1.159
DB_150	Scott Gray	134	Lights	-38.4563344	141.2529835	10/03/2023	10:29	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94101	0.002850	0.002850	-301.726	0.000	0.000	0.191	-5.518	1.334
DB_150	Scott Gray	134	Lights	-38.4563344	141.2529835	10/03/2023	10:29	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94017	0.002850	0.002850	301.726	0.000	0.000	-0.191	4.166	1.310
DB_153	Scott Gray	133	Lights	-38.4639906	141.2543256	10/03/2023	10:35	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93818	0.002850	0.002850	-301.032	0.000	0.000	0.022	-5.604	0.516
DB_153	Scott Gray	133	Lights	-38.4639906	141.2543256	10/03/2023	10:35	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93470	0.002850	0.002850	301.032	0.000	0.000	-0.022	4.328	0.625
DB_155	Scott Gray	119	Lights	-38.4603674	141.2648655	10/03/2023	10:18	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93784	0.002850	0.002850	-301.314	0.000	0.000	0.152	-5.233	-1.079
DB_155	Scott Gray	119	Lights	-38.4603674	141.2648655	10/03/2023	10:18	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94075	0.002850	0.002850	301.314	0.000	0.000	-0.152	4.875	0.075
