Sample,Family,Genus,Species,Count,Length,Code,Filename,Frame,Time (mins),Precision (mm),RMS (mm),Range (mm),Direction (deg),Comment,Stage,Activity,Length_Comment
ARCO01_1512,Sparidae,Pagrus,auratus,1,170.506,37353001,AROC01_1512_L.avi,13542,4.514,2.697,0.567,1483.811,19.969,,AD,Passing,
ARCO01_1512,Sparidae,Pagrus,auratus,1,104.405,37353001,AROC01_1512_L.avi,13542,4.514,1.935,1.764,1322.423,27.525,,AD,Passing,
ARCO01_1512,Sparidae,Pagrus,auratus,1,193.632,37353001,AROC01_1512_L.avi,129514,43.1713,1.384,2,1217.458,13.649,,AD,Passing,
ARCO01_1512,Sparidae,Pagrus,auratus,1,210.745,37353001,AROC01_1512_L.avi,129514,43.1713,1.412,0.932,1447.159,0.629,,AD,Passing,
ARCO01_1512,Sparidae,Pagrus,auratus,1,189.268,37353001,AROC01_1512_L.avi,129540,43.18,1.887,5.234,1202.942,24.568,,AD,Passing,
ARCO01_1512,Sparidae,Pagrus,auratus,1,195.34,37353001,AROC01_1512_L.avi,129540,43.18,1.337,0.809,1433.887,2.664,,AD,Passing,
ARCO01_1512,Sparidae,Pagrus,auratus,1,185.378,37353001,AROC01_1512_L.avi,129717,43.239,3.355,3.259,1496.794,22.025,,AD,Passing,
ARCO01_1512,Sparidae,Pagrus,auratus,1,165.592,37353001,AROC01_1512_L.avi,129840,43.28,1.635,1.636,1471.858,12.062,,AD,Passing,
ARCO01_1512,Sparidae,Pagrus,auratus,1,157.038,37353001,AROC01_1512_L.avi,130360,43.4533,1.056,1.88,1136.088,13.056,,AD,Passing,
ARCO01_1512,Sparidae,Pagrus,auratus,1,224.89,37353001,AROC01_1512_L.avi,130473,43.491,4.549,2.111,1822.723,20.016,,AD,Passing,
ARCO01_1512,Sparidae,Pagrus,auratus,1,193.544,37353001,AROC01_1512_L.avi,174950,58.3167,1.14,2.2,1123.38,22.077,,AD,Passing,
ARCO01_1512,Sparidae,Pagrus,auratus,1,199.342,37353001,AROC01_1512_L.avi,176819,58.9397,1.565,2.142,1703.716,12.972,,AD,Passing,
ARCO01_1512,Sparidae,Pagrus,auratus,1,212.032,37353001,AROC01_1512_L.avi,176819,58.9397,2.269,1.158,1651.124,24.938,,AD,Passing,
ARCO01_1512,Carangidae,Pseudocaranx,sp,1,213.537,37337924,AROC01_1512_L.avi,86322,28.774,1.973,0.353,1478.039,23.98,,AD,Passing,
ARCO01_1512,Carangidae,Pseudocaranx,sp,1,198.445,37337924,AROC01_1512_L.avi,86322,28.774,1.771,2.791,1526.755,9.659,,AD,Passing,
ARCO01_1512,Carangidae,Pseudocaranx,sp,1,181.215,37337924,AROC01_1512_L.avi,86322,28.774,3.425,4.374,2139.438,11.106,,AD,Passing,
ARCO01_1512,Carangidae,Pseudocaranx,sp,1,175.692,37337924,AROC01_1512_L.avi,86487,28.829,1.396,1.981,1274.463,16.226,,AD,Passing,
ARCO01_1512,Carangidae,Pseudocaranx,sp,1,222.547,37337924,AROC01_1512_L.avi,86487,28.829,1.745,3.476,1471.787,25.765,,AD,Passing,
ARCO01_1512,Carangidae,Pseudocaranx,sp,1,197.835,37337924,AROC01_1512_L.avi,87058,29.0193,1.449,5.313,1389.108,11.345,,AD,Passing,
ARCO01_1512,Carangidae,Pseudocaranx,sp,1,179.314,37337924,AROC01_1512_L.avi,105520,35.1733,1.094,3.007,1067.738,15.108,,AD,Passing,
ARCO01_1512,Carangidae,Pseudocaranx,sp,1,246.767,37337924,AROC01_1512_L.avi,105520,35.1733,1.697,1.588,1300.917,28.638,,AD,Passing,
ARCO01_1512,Odacidae,Siphonognathus,caninis,1,62.613,37385011,AROC01_1512_L.avi,12597,4.199,0.91,6.421,949.405,18.444,,AD,Passing,
ARCO01_1512,Monacanthidae,Thamnaconus,degeni,1,121.187,37465037,AROC01_1512_L.avi,152887,50.9623,1.237,4.822,805.134,18.405,,AD,Passing,
ARCO01_1512,Monacanthidae,Thamnaconus,degeni,1,111.617,37465037,AROC01_1512_L.avi,152998,50.9993,1.227,4.51,853.587,18.358,,AD,Passing,
ARCO01_1512,Monacanthidae,Thamnaconus,degeni,1,126.549,37465037,AROC01_1512_L.avi,173795,57.9317,0.813,2.942,696.075,15.852,,AD,Passing,
ARCO01_1512,Monacanthidae,Thamnaconus,degeni,1,111.07,37465037,AROC01_1512_L.avi,173930,57.9767,0.686,1.647,896.989,3.829,,AD,Passing,
ARCO01_1512,Monacanthidae,Thamnaconus,degeni,1,123.54,37465037,AROC01_1512_L.avi,174146,58.0487,0.906,4.414,1050.145,14.858,,AD,Passing,
ARCO01_1512,Monacanthidae,Thamnaconus,degeni,1,123.359,37465037,AROC01_1512_L.avi,174577,58.1923,0.58,4.383,708.57,14.287,,AD,Passing,
ARCO01_1512,Monacanthidae,Thamnaconus,degeni,1,117.779,37465037,AROC01_1512_L.avi,174770,58.2567,0.439,2.52,523.76,7.066,,AD,Passing,
ARCO01_1512,Monacanthidae,Thamnaconus,degeni,1,122.383,37465037,AROC01_1512_L.avi,175761,58.587,0.802,5.509,909.698,19.377,,AD,Passing,
ARCO01_1512,Mullidae,Upeneichthys,vlamingii,1,130.523,37355029,AROC01_1512_L.avi,26784,8.928,11.622,4.763,2769.065,11.668,,AD,Passing,
ARCO02_1512,Carangidae,Pseudocaranx,sp,1,207.198,37337924,AROC02_1512_L.avi,28688,9.5627,2.703,1.955,1292.929,24.224,,AD,Passing,
ARCO02_1512,Carangidae,Pseudocaranx,sp,1,207.82,37337924,AROC02_1512_L.avi,28722,9.574,4.749,1.766,1700.642,22.158,,AD,Passing,
ARCO02_1512,Carangidae,Pseudocaranx,sp,1,260.217,37337924,AROC02_1512_L.avi,31814,10.6047,6,0.863,2171.559,19.558,,AD,Passing,
ARCO02_1512,Carangidae,Pseudocaranx,sp,1,210.515,37337924,AROC02_1512_L.avi,31814,10.6047,3.051,3.698,2200.242,8.443,,AD,Passing,
ARCO02_1512,Carangidae,Pseudocaranx,sp,1,226.181,37337924,AROC02_1512_L.avi,31814,10.6047,3.18,3.119,1820.053,3.175,,AD,Passing,
ARCO02_1512,Carangidae,Pseudocaranx,sp,1,242.444,37337924,AROC02_1512_L.avi,31814,10.6047,6.89,0.26,2222.266,15.295,,AD,Passing,
ARCO02_1512,Carangidae,Pseudocaranx,sp,1,109.593,37337924,AROC02_1512_L.avi,31814,10.6047,1.625,4.271,1703.276,12.221,,AD,Passing,
ARCO02_1512,Carangidae,Pseudocaranx,sp,1,213.819,37337924,AROC02_1512_L.avi,31814,10.6047,2.412,2.992,1997.362,8.14,,AD,Passing,
ARCO02_1512,Carangidae,Pseudocaranx,sp,1,214.967,37337924,AROC02_1512_L.avi,31848,10.616,2.617,1.051,2013.326,11.948,,AD,Passing,
ARCO02_1512,Carangidae,Pseudocaranx,sp,1,175.635,37337924,AROC02_1512_L.avi,121927,40.6423,1.954,1.8,1465.649,26.555,,AD,Passing,
ARCO02_1512,Carangidae,Pseudocaranx,sp,1,110.718,37337924,AROC02_1512_L.avi,121927,40.6423,1.955,1.983,1297.177,19.578,,AD,Passing,
ARCO02_1512,Monacanthidae,Thamnaconus,degeni,1,111.331,37465037,AROC02_1512_L.avi,103457,34.4857,1.828,0.603,1150.453,17.074,,AD,Passing,
ARCO02_1512,Monacanthidae,Thamnaconus,degeni,1,94.963,37465037,AROC02_1512_L.avi,121927,40.6423,0.991,1.787,1206.91,3.365,,AD,Passing,
ARCO02_1512,Monacanthidae,Thamnaconus,degeni,1,105.374,37465037,AROC02_1512_L.avi,121927,40.6423,1.605,3.227,1119.384,2.216,,AD,Passing,
ARCO02_1512,Monacanthidae,Thamnaconus,degeni,1,46.509,37465037,AROC02_1512_L.avi,121927,40.6423,3.526,42.888,1289.666,4.951,,AD,Passing,
ARCO02_1512,Monacanthidae,Thamnaconus,degeni,1,121.499,37465037,AROC02_1512_L.avi,122080,40.6933,1.074,0.854,1341.896,1.726,,AD,Passing,
ARCO02_1512,Monacanthidae,Thamnaconus,degeni,1,118.188,37465037,AROC02_1512_L.avi,122126,40.7087,1.029,0.818,1315.687,4.001,,AD,Passing,
ARCO02_1512,Monacanthidae,Thamnaconus,degeni,1,103.109,37465037,AROC02_1512_L.avi,122126,40.7087,1.21,1.084,1170.306,2.031,,AD,Passing,
ARCO03_1512,Monacanthidae,Acanthaluteres,brownii,1,250.905,37465001,AROC03_1512_L.avi,77822,25.9407,1.069,3.99,1734.655,7.698,,M,Attracted,
ARCO03_1512,Monacanthidae,Acanthaluteres,vittiger,1,99.331,37465002,AROC03_1512_L.avi,42569,14.1897,1.987,6.335,1434.082,6.601,,AD,Passing,
ARCO03_1512,Monacanthidae,Acanthaluteres,vittiger,1,97.493,37465002,AROC03_1512_L.avi,92446,30.8153,0.725,4.279,1211.631,14.71,,AD,Passing,
ARCO03_1512,Heterodontidae,Heterodontus,portusjacksoni,1,343.565,37007001,AROC03_1512_L.avi,100431,33.477,1.778,4.356,1620.393,15.431,,AD,Passing,
ARCO03_1512,Sparidae,Pagrus,auratus,1,191.948,37353001,AROC03_1512_L.avi,72002,24.0007,3.838,3.856,1880.572,15.957,,AD,Passing,
ARCO03_1512,Sparidae,Pagrus,auratus,1,228.747,37353001,AROC03_1512_L.avi,72002,24.0007,2.536,12.894,1740.875,6.812,,AD,Passing,
ARCO03_1512,Sparidae,Pagrus,auratus,1,174.41,37353001,AROC03_1512_L.avi,72002,24.0007,1.221,4.862,1329.197,7.657,,AD,Passing,
ARCO03_1512,Sparidae,Pagrus,auratus,1,177.579,37353001,AROC03_1512_L.avi,92446,30.8153,1.343,8.95,1610.291,3.233,,AD,Passing,
ARCO03_1512,Sparidae,Pagrus,auratus,1,202.161,37353001,AROC03_1512_L.avi,92446,30.8153,4.906,12.601,2183.522,19.87,,AD,Passing,
ARCO03_1512,Sparidae,Pagrus,auratus,1,195.207,37353001,AROC03_1512_L.avi,92446,30.8153,3.159,10.901,1744.595,14.6,,AD,Passing,
ARCO03_1512,Sparidae,Pagrus,auratus,1,167.919,37353001,AROC03_1512_L.avi,92467,30.8223,1.163,6.694,1467.383,17.433,,AD,Passing,
ARCO03_1512,Sparidae,Pagrus,auratus,1,163.218,37353001,AROC03_1512_L.avi,92467,30.8223,0.821,6.589,1410.121,7.444,,AD,Passing,
ARCO03_1512,Sparidae,Pagrus,auratus,1,171.364,37353001,AROC03_1512_L.avi,92493,30.831,1.167,5.011,1315.993,4.356,,AD,Passing,
ARCO03_1512,Sparidae,Pagrus,auratus,1,183.041,37353001,AROC03_1512_L.avi,164758,54.9193,0.818,5.284,1281.648,14.953,,AD,Passing,
ARCO03_1512,Sparidae,Pagrus,auratus,1,104.801,37353001,AROC03_1512_L.avi,164983,54.9943,1.543,6.97,1420.992,3.37,,AD,Passing,
ARCO03_1512,Sparidae,Pagrus,auratus,1,101.234,37353001,AROC03_1512_L.avi,164983,54.9943,1.013,7.895,1941.682,3.872,,AD,Passing,
ARCO03_1512,Sparidae,Pagrus,auratus,1,107.481,37353001,AROC03_1512_L.avi,164983,54.9943,1.344,4.03,1295.463,11.765,,AD,Passing,
ARCO03_1512,Sparidae,Pagrus,auratus,1,196.14,37353001,AROC03_1512_L.avi,165531,55.177,2.056,2.537,1616.368,17.001,,AD,Passing,
ARCO03_1512,Sparidae,Pagrus,auratus,1,154.782,37353001,AROC03_1512_L.avi,175920,58.64,0.953,4.368,1449.272,18.113,,AD,Passing,
ARCO03_1512,Carangidae,Pseudocaranx,sp,1,182.654,37337924,AROC03_1512_L.avi,160074,53.358,0.872,4.025,1446.465,9.032,,AD,Attracted,
ARCO03_1512,Monacanthidae,Scobinichthys,granulatus,1,125.765,37465007,AROC03_1512_L.avi,58556,19.5187,0.939,5.105,1299.045,6.008,,AD,Passing,
ARCO03_1512,Sillaginidae,Sillago,sp,1,176.759,37330904,AROC03_1512_L.avi,150111,50.037,2.409,8.286,2009.682,17.742,,AD,Passing,
ARCO03_1512,Sillaginidae,Sillago,sp,1,222.184,37330904,AROC03_1512_L.avi,165313,55.1043,5.165,9.483,2181.181,21.988,,AD,Passing,
ARCO03_1512,Sillaginidae,Sillago,sp,1,216.954,37330904,AROC03_1512_L.avi,169954,56.6513,1.058,4.328,1128.654,12.897,,AD,Passing,
ARCO03_1512,Monacanthidae,Thamnaconus,degeni,1,118.68,37465037,AROC03_1512_L.avi,92446,30.8153,0.754,4.452,1450.994,4.16,,AD,Passing,
ARCO03_1512,Monacanthidae,Thamnaconus,degeni,1,75.035,37465037,AROC03_1512_L.avi,164749,54.9163,1.531,7.221,1932.727,13.368,,AD,Passing,
ARCO03_1512,Monacanthidae,Thamnaconus,degeni,1,87.695,37465037,AROC03_1512_L.avi,164749,54.9163,3.35,14.89,2178.533,20.807,,AD,Passing,
ARCO03_1512,Monacanthidae,Thamnaconus,degeni,1,86.244,37465037,AROC03_1512_L.avi,164749,54.9163,1.322,7.525,1432.836,8.406,,AD,Passing,
ARCO03_1512,Monacanthidae,Thamnaconus,degeni,1,112.951,37465037,AROC03_1512_L.avi,165531,55.177,1.098,2.39,1452.169,13.268,,AD,Passing,
ARCO03_1512,Monacanthidae,Thamnaconus,degeni,1,104.177,37465037,AROC03_1512_L.avi,165531,55.177,1.79,7.103,1463.14,3.916,,AD,Passing,
ARCO03_1512,Monacanthidae,Thamnaconus,degeni,1,111.517,37465037,AROC03_1512_L.avi,165531,55.177,0.914,1.472,1240.518,10.481,,AD,Passing,
ARCO03_1512,Monacanthidae,Thamnaconus,degeni,1,124.208,37465037,AROC03_1512_L.avi,165950,55.3167,1.097,6.187,1277.912,11.9,,AD,Passing,
ARCO03_1512,Monacanthidae,Thamnaconus,degeni,1,120.396,37465037,AROC03_1512_L.avi,166126,55.3753,0.926,4.113,1308.606,13.63,,AD,Passing,
ARCO03_1512,Monacanthidae,Thamnaconus,degeni,1,89.978,37465037,AROC03_1512_L.avi,166126,55.3753,1.394,5.324,1437.575,13.18,,AD,Passing,
ARCO03_1512,Monacanthidae,Thamnaconus,degeni,1,109.338,37465037,AROC03_1512_L.avi,166126,55.3753,1.998,5.953,1314.189,9.12,,AD,Passing,
ARCO03_1512,Monacanthidae,Thamnaconus,degeni,1,109.07,37465037,AROC03_1512_L.avi,166126,55.3753,1.673,10.824,1413.647,10.375,,AD,Passing,
ARCO03_1512,Monacanthidae,Thamnaconus,degeni,1,105.522,37465037,AROC03_1512_L.avi,166126,55.3753,0.725,5.665,1178.73,13.621,,AD,Passing,
ARCO03_1512,Monacanthidae,Thamnaconus,degeni,1,112.013,37465037,AROC03_1512_L.avi,166287,55.429,1.582,7.255,1790.732,18.018,,AD,Passing,
ARCO03_1512,Monacanthidae,Thamnaconus,degeni,1,96.293,37465037,AROC03_1512_L.avi,166287,55.429,2.505,6.137,1616.38,4.146,,AD,Passing,
ARCO03_1512,Monacanthidae,Thamnaconus,degeni,1,109.068,37465037,AROC03_1512_L.avi,166287,55.429,2.836,7.321,1667.655,5.707,,AD,Passing,
ARCO03_1512,Monacanthidae,Thamnaconus,degeni,1,313.019,37465037,AROC03_1512_L.avi,166287,55.429,1.989,24.411,1179.256,14.141,,AD,Passing,
ARCO03_1512,Monacanthidae,Thamnaconus,degeni,1,89.405,37465037,AROC03_1512_L.avi,167016,55.672,0.771,6.563,1485.757,4.856,,AD,Passing,
ARCO03_1512,Monacanthidae,Thamnaconus,degeni,1,127.636,37465037,AROC03_1512_L.avi,175920,58.64,1.118,6.947,1550.902,6.685,,AD,Passing,
ARCO03_1512,Monacanthidae,Thamnaconus,degeni,1,93.917,37465037,AROC03_1512_L.avi,175920,58.64,0.971,6.621,1401.443,5.725,,AD,Passing,
ARCO03_1512,Mullidae,Upeneichthys,vlamingii,1,163.75,37355029,AROC03_1512_L.avi,17132,5.7107,4.311,13.4,2082.522,21.267,,AD,Passing,
ARCO04_1512,Monacanthidae,Acanthaluteres,brownii,1,238.712,37465001,AROC04_1512_L.avi,150217,50.0723,2.826,11.046,2180.792,18.736,,AD,Passing,
ARCO04_1512,Labridae,Austrolabrus,maculatus,1,101.643,37384025,AROC04_1512_L.avi,26020,8.6733,2.021,2.772,1942.156,13.412,,AD,Passing,
ARCO04_1512,Labridae,Austrolabrus,maculatus,1,103.048,37384025,AROC04_1512_L.avi,26086,8.6953,3.263,2.653,1912.884,15.107,,AD,Passing,
ARCO04_1512,Labridae,Austrolabrus,maculatus,1,137.619,37384025,AROC04_1512_L.avi,26105,8.7017,3.823,8.059,2291.797,16.016,,AD,Passing,
ARCO04_1512,Labridae,Austrolabrus,maculatus,1,83.435,37384025,AROC04_1512_L.avi,26857,8.9523,3.589,8.011,2136.149,11.552,,AD,Passing,
ARCO04_1512,Cheilodactylidae,Dactylophora,nigricans,1,577.098,37377005,AROC04_1512_L.avi,37552,12.5173,3.264,11.402,2292.266,17.629,,AD,Passing,
ARCO04_1512,Sparidae,Pagrus,auratus,1,190.208,37353001,AROC04_1512_L.avi,37552,12.5173,1.712,2.65,1410.207,1.574,,AD,Passing,
ARCO04_1512,Sparidae,Pagrus,auratus,1,187.359,37353001,AROC04_1512_L.avi,37982,12.6607,1.134,5.535,1492.114,4.017,,AD,Passing,
ARCO04_1512,Sparidae,Pagrus,auratus,1,181.971,37353001,AROC04_1512_L.avi,43440,14.48,3.036,1.976,1797.186,17.645,,J,Attracted,
ARCO04_1512,Sparidae,Pagrus,auratus,1,193.004,37353001,AROC04_1512_L.avi,43648,14.5493,0.75,5.126,1439.659,3.557,,J,Attracted,
ARCO04_1512,Sparidae,Pagrus,auratus,1,184.442,37353001,AROC04_1512_L.avi,43648,14.5493,1.281,5.213,1346.56,6.954,,J,Attracted,
ARCO04_1512,Sparidae,Pagrus,auratus,1,190.265,37353001,AROC04_1512_L.avi,54363,18.121,1.837,8.761,1910.458,7.467,,J,Feeding,
ARCO04_1512,Sparidae,Pagrus,auratus,1,197.494,37353001,AROC04_1512_L.avi,84751,28.2503,1.365,2.986,1877.413,16.975,,J,Attracted,
ARCO04_1512,Sparidae,Pagrus,auratus,1,189.355,37353001,AROC04_1512_L.avi,84757,28.2523,0.727,3.84,1252.852,2.202,,AD,Passing,
ARCO04_1512,Sparidae,Pagrus,auratus,1,209.323,37353001,AROC04_1512_L.avi,84757,28.2523,1.537,4.814,1871.272,16.625,,AD,Passing,
ARCO04_1512,Sparidae,Pagrus,auratus,1,186.849,37353001,AROC04_1512_L.avi,84797,28.2657,0.787,3.238,1221.179,15.71,,AD,Passing,
ARCO04_1512,Sparidae,Pagrus,auratus,1,186.114,37353001,AROC04_1512_L.avi,84816,28.272,2.824,8.964,1968.338,17.916,,AD,Passing,
ARCO04_1512,Sparidae,Pagrus,auratus,1,172.791,37353001,AROC04_1512_L.avi,84887,28.2957,1.816,2.811,1533.965,16.362,,AD,Passing,
ARCO04_1512,Sparidae,Pagrus,auratus,1,177.128,37353001,AROC04_1512_L.avi,85440,28.48,1.273,6.094,1719.874,8.812,,AD,Passing,
ARCO04_1512,Sparidae,Pagrus,auratus,1,176.299,37353001,AROC04_1512_L.avi,143666,47.8887,0.763,4.547,1249.378,7.376,,AD,Passing,
ARCO04_1512,Sparidae,Pagrus,auratus,1,176.123,37353001,AROC04_1512_L.avi,150217,50.0723,1.16,4.086,1603.74,9.698,,J,Attracted,
ARCO04_1512,Sparidae,Pagrus,auratus,1,183.412,37353001,AROC04_1512_L.avi,150217,50.0723,0.819,10.118,1539.016,4.651,,J,Attracted,
ARCO04_1512,Sparidae,Pagrus,auratus,1,179.239,37353001,AROC04_1512_L.avi,180157,60.0523,3.422,12.958,2066.482,14.146,,AD,Passing,
ARCO04_1512,Sparidae,Pagrus,auratus,1,180.848,37353001,AROC04_1512_L.avi,180157,60.0523,1.153,5.877,1506.338,16.999,,AD,Passing,
ARCO04_1512,Sparidae,Pagrus,auratus,1,179.833,37353001,AROC04_1512_L.avi,180157,60.0523,1.53,6.823,1410.421,2.73,,AD,Passing,
ARCO04_1512,Sparidae,Pagrus,auratus,1,176.824,37353001,AROC04_1512_L.avi,180157,60.0523,0.762,4.864,1298.341,4.71,,AD,Passing,
ARCO04_1512,Carangidae,Pseudocaranx,sp,1,222.383,37337924,AROC04_1512_L.avi,84751,28.2503,2.984,5.031,2519.363,20.669,,AD,Attracted,
ARCO04_1512,Carangidae,Pseudocaranx,sp,1,258.941,37337924,AROC04_1512_L.avi,84755,28.2517,7.395,6.489,2700.861,14.314,,AD,Attracted,
ARCO04_1512,Carangidae,Pseudocaranx,sp,1,142.332,37337924,AROC04_1512_L.avi,91421,30.4737,1.751,3.221,1487.256,12.157,,AD,Passing,
ARCO04_1512,Monacanthidae,Scobinichthys,granulatus,1,178.788,37465007,AROC04_1512_L.avi,24408,8.136,2.567,6.405,2119.594,12.236,,AD,Passing,
ARCO04_1512,Monacanthidae,Thamnaconus,degeni,1,113.314,37465037,AROC04_1512_L.avi,143666,47.8887,0.672,3.433,1286.034,4.392,,AD,Passing,
ARNI01_1512,Cheilodactylidae,Cheilodactylus,nigripes,1,147.022,37377001,ARIN01_1512_L.avi,43285,14.4283,6.485,7.568,3854.292,16.928,Limited vis,AD,Passing,
ARNI01_1512,Dinolestidae,Dinolestes,lewini,1,218.86,37327002,ARIN01_1512_L.avi,82568,27.5227,7.541,12.496,2577.231,21.457,Limited vis,AD,Passing,
ARNI01_1512,Dinolestidae,Dinolestes,lewini,1,186.249,37327002,ARIN01_1512_L.avi,82568,27.5227,4.365,4.164,2632.923,11.202,Limited vis,AD,Passing,
ARNI01_1512,Dinolestidae,Dinolestes,lewini,1,205.107,37327002,ARIN01_1512_L.avi,82568,27.5227,7.682,1.503,3135.602,8.651,Limited vis,AD,Passing,
ARNI01_1512,Dinolestidae,Dinolestes,lewini,1,186.477,37327002,ARIN01_1512_L.avi,82568,27.5227,5.964,2.311,2989.587,11.825,Limited vis,AD,Passing,
ARNI01_1512,Dinolestidae,Dinolestes,lewini,1,188.995,37327002,ARIN01_1512_L.avi,82568,27.5227,3.886,2.283,3123.277,12.82,Limited vis,AD,Passing,
ARNI01_1512,Dinolestidae,Dinolestes,lewini,1,193.159,37327002,ARIN01_1512_L.avi,82568,27.5227,7.387,3.295,2605.309,17.527,Limited vis,AD,Passing,
ARNI01_1512,Dinolestidae,Dinolestes,lewini,1,188.705,37327002,ARIN01_1512_L.avi,82568,27.5227,6.944,2.543,3145.529,10.166,Limited vis,AD,Passing,
ARNI01_1512,Dinolestidae,Dinolestes,lewini,1,187.403,37327002,ARIN01_1512_L.avi,82568,27.5227,3.212,0.816,3271.354,12.766,Limited vis,AD,Passing,
ARNI01_1512,Dinolestidae,Dinolestes,lewini,1,181.204,37327002,ARIN01_1512_L.avi,82568,27.5227,5.507,2.082,2949.926,12.728,Limited vis,AD,Passing,
ARNI01_1512,Enoplosidae,Enoplosus,armatus,1,150.514,37366001,ARIN01_1512_L.avi,15800,5.2667,1.548,0.995,2134,15.534,Limited vis,AD,Passing,
ARNI01_1512,Kyphosidae,Kyphosus,sydneyanus,1,406.596,37361001,ARIN01_1512_L.avi,22580,7.5267,3.245,0.783,2030.072,3.73,Limited vis,AD,Passing,
ARNI01_1512,Monacanthidae,Meuschenia,hippocrepis,1,231.21,37465004,ARIN01_1512_L.avi,161792,53.9307,1.015,2.436,1525.069,6.552,Limited vis,AD,Attracted,
ARNI01_1512,Monacanthidae,Meuschenia,hippocrepis,1,179.526,37465004,ARIN01_1512_L.avi,162165,54.055,2.025,0.308,1644.29,7.816,Limited vis,J,Attracted,
ARNI01_1512,Labridae,Notolabrus,parilus,1,404.107,37384022,ARIN01_1512_L.avi,62854,20.9513,3.543,1.606,2785.063,11.845,Limited vis,M,Passing,
ARNI01_1512,Labridae,Notolabrus,tetricus,1,390.626,37384003,ARIN01_1512_L.avi,88464,29.488,2.967,0.637,2164.817,15.401,Limited vis,AD,Passing,
ARNI01_1512,Sparidae,Pagrus,auratus,1,196.77,37353001,ARIN01_1512_L.avi,62406,20.802,2.243,1.508,2299.506,7.68,Limited vis,J,Passing,
ARNI01_1512,Pomacentridae,Parma,victoriae,1,170.032,37372006,ARIN01_1512_L.avi,64197,21.399,3.299,0.577,2115.223,8.321,Limited vis,AD,Passing,
ARNI01_1512,Carangidae,Pseudocaranx,sp,1,267.11,37337924,ARIN01_1512_L.avi,149123,49.7077,2.527,2.076,1651.363,15.872,Limited vis,AD,Attracted,
ARNI01_1512,Carangidae,Pseudocaranx,sp,1,236.467,37337924,ARIN01_1512_L.avi,149123,49.7077,2.992,1.35,1694.888,12.866,Limited vis,AD,Attracted,
ARNI01_1512,Carangidae,Pseudocaranx,sp,1,255.351,37337924,ARIN01_1512_L.avi,149123,49.7077,1.032,5.898,1969.715,1.805,Limited vis,AD,Attracted,
ARNI01_1512,Carangidae,Pseudocaranx,sp,1,250.383,37337924,ARIN01_1512_L.avi,149123,49.7077,1.72,1.287,2040.046,5.439,Limited vis,AD,Attracted,
