Dot Point Measurements

Generated: Monday 26 May 2025 15:36:26

Filename	Frame	Time (mins)	Image row	Image col											campaignid	relief_annotated	OpCode	Period	Frame info 3	Frame info 4	Frame info 5	Frame info 6	level_2	level_3	level_4	level_5	scientific	qualifiers	check		Radius %
FIG-BV-07_1_X.JPG	      0		2930	5133											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-07	1					Substrate	Unconsolidated (soft)							87.8
FIG-BV-07_1_X.JPG	      0		3356	2485											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-07	1					Substrate	Unconsolidated (soft)							14.6
FIG-BV-07_1_X.JPG	      0		3309	1964											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-07	1					Substrate	Unconsolidated (soft)							29.9
FIG-BV-07_1_X.JPG	      0		3866	1854											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-07	1					Substrate	Unconsolidated (soft)							31.1
FIG-BV-07_1_X.JPG	      0		2555	1783											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-07	1					Substrate	Unconsolidated (soft)							51.6
FIG-BV-07_1_X.JPG	      0		4793	5314											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-07	1					Substrate	Unconsolidated (soft)							97.7
FIG-BV-08_1_X.JPG	      0		4491	1852											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-08	1					Substrate	Unconsolidated (soft)							62.2
FIG-BV-08_1_X.JPG	      0		3569	2186											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-08	1					Unscorable								33.4
FIG-BV-08_1_X.JPG	      0		3651	3785											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-08	1					Substrate	Unconsolidated (soft)							34.4
FIG-BV-08_1_X.JPG	      0		3052	4753											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-08	1					Substrate	Unconsolidated (soft)							77.6
FIG-BV-08_1_X.JPG	      0		4325	2545											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-08	1					Substrate	Unconsolidated (soft)							37.8
FIG-BV-08_1_X.JPG	      0		3389	670											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-08	1					Substrate	Unconsolidated (soft)							97.4
FIG-BV-08_1_X.JPG	      0		2496	3065											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-08	1					Fishes								44.1
FIG-BV-08_1_X.JPG	      0		4026	3467											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-08	1					Substrate	Unconsolidated (soft)							29.1
FIG-BV-08_1_X.JPG	      0		2522	5120											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-08	1					Fishes								100.0
FIG-BV-08_1_X.JPG	      0		4322	2610											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-08	1					Substrate	Unconsolidated (soft)							36.5
FIG-BV-08_1_X.JPG	      0		4522	3916											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-08	1					Substrate	Unconsolidated (soft)							57.3
FIG-BV-08_1_X.JPG	      0		2456	3476											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-08	1					Unscorable								50.2
FIG-BV-08_1_X.JPG	      0		2444	1056											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-08	1					Unscorable								93.2
FIG-BV-08_1_X.JPG	      0		2925	5195											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-08	1					Fishes								97.0
FIG-BV-08_1_X.JPG	      0		3515	1064											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-08	1					Fishes								80.7
FIG-BV-08_1_X.JPG	      0		2617	4079											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-08	1					Substrate	Unconsolidated (soft)							60.6
FIG-BV-08_1_X.JPG	      0		3224	4743											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-08	1					Substrate	Unconsolidated (soft)							75.6
FIG-BV-08_1_X.JPG	      0		4477	1976											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-08	1					Substrate	Unconsolidated (soft)							57.8
FIG-BV-08_1_X.JPG	      0		4326	2339											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-08	1					Substrate	Unconsolidated (soft)							42.7
FIG-BV-08_1_X.JPG	      0		4425	1640											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-08	1					Fishes								67.6
FIG-BV-09_1_X.PNG	      0		672	633											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-09	1					Substrate	Unconsolidated (soft)							19.2
FIG-BV-09_1_X.PNG	      0		775	404											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-09	1					Substrate	Unconsolidated (soft)							44.3
FIG-BV-09_1_X.PNG	      0		715	1313											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-09	1					Substrate	Unconsolidated (soft)							58.3
FIG-BV-09_1_X.PNG	      0		649	303											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-09	1					Unscorable								55.9
FIG-BV-09_1_X.PNG	      0		625	326											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-09	1					Unscorable								53.8
FIG-BV-09_1_X.PNG	      0		905	212											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-09	1					Substrate	Unconsolidated (soft)							68.6
FIG-BV-09_1_X.PNG	      0		553	1459											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-09	1					Substrate	Unconsolidated (soft)							77.2
FIG-BV-09_1_X.PNG	      0		853	1045											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-09	1					Substrate	Unconsolidated (soft)							31.6
FIG-BV-09_1_X.PNG	      0		537	763											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-09	1					Unscorable								21.5
FIG-BV-09_1_X.PNG	      0		740	787											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-09	1					Substrate	Unconsolidated (soft)							1.9
FIG-BV-09_1_X.PNG	      0		595	824											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-09	1					Substrate	Unconsolidated (soft)							15.0
FIG-BV-09_1_X.PNG	      0		861	1673											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-09	1					Unscorable								100.0
FIG-BV-09_1_X.PNG	      0		730	693											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-09	1					Substrate	Unconsolidated (soft)							11.5
FIG-BV-09_1_X.PNG	      0		750	560											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-09	1					Substrate	Unconsolidated (soft)							26.5
FIG-BV-09_1_X.PNG	      0		790	909											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-09	1					Substrate	Unconsolidated (soft)							14.8
FIG-BV-09_1_X.PNG	      0		870	559											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-09	1					Substrate	Unconsolidated (soft)							31.1
FIG-BV-09_1_X.PNG	      0		853	1294											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-09	1					Substrate	Unconsolidated (soft)							58.0
FIG-BV-09_1_X.PNG	      0		569	598											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-09	1					Substrate	Unconsolidated (soft)							28.2
FIG-BV-09_1_X.PNG	      0		680	532											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-09	1					Substrate	Unconsolidated (soft)							30.0
FIG-BV-09_1_X.PNG	      0		778	1003											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-09	1					Substrate	Unconsolidated (soft)							24.2
FIG-BV-10_1_X.JPG	      0		4294	5											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-10	1					Unscorable								100.0
FIG-BV-10_1_X.JPG	      0		2976	1819											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-10	1					Sessile invertebrates								38.0
FIG-BV-10_1_X.JPG	      0		3241	4734											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-10	1					Bryozoa								71.6
FIG-BV-10_1_X.JPG	      0		4250	1943											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-10	1					Substrate	Unconsolidated (soft)							37.5
FIG-BV-10_1_X.JPG	      0		2927	1260											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-10	1					Sessile invertebrates								56.4
FIG-BV-10_1_X.JPG	      0		2758	1311											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-10	1					Unscorable								57.4
FIG-BV-10_1_X.JPG	      0		2689	1713											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-10	1					Unscorable								47.0
